,SummonerID,Summoner_Name,Wins,Losses,League_Points,Account_ID
305,Pwlw0-j9kSJO5UW-icr38ctsrDgmtGnyQL8xx5_ZOz-gptY,KingClueless,127,95,153,1PwmdyAvPW8X5Sw8M-r1Ti18N-SXxDert5-Ii1RkVFItCwA
306,PyacDEn1IeYeoa9ZsalLOCvI2ZN_oqwxjqbWsspQ5mTde8wA,Uzumaki,114,93,16,kjT7Ga-0P0Ay6qncpuHiZwWpBc-2Zq7Wlxt64qA4dD778g
307,PyklkbSRSS-syd3AcwkHx9IhynvEaA26ubqSO1U9T4_nbSA,Dread Infernal,129,116,17,4gk4GB37voTtKRhWPAKVWjg7ntqFIuVDraZleJ5m5UbQdg
308,QA6cPnQmjK0QDx9ZY7CgjBn9N52dCq2DkRvShayYfmagZxw,XLB,101,75,23,4sZ7ABj9c1yocgf_25-CPmT7TRlctotxGdtpk-9kYXeM_Q
309,QD-Q7li6MlH59pE-fmqGu4X82mqMwY4oGKAonoAvXfY1SEQ,Pug Corgi Shiba,129,110,46,PwpWx8nVYgWA2wfGZT8l-Qcx7JPHEweIoVEjgujaS5cXy-4
310,QHMrY_yuJ3bT1icG-Zc7-wH-jGztyv5D5mpfc8loZsY3sFg,BusioC,125,111,77,mAcYFiq8BOkAg64ODgwSeFg6Gm57zM8eT-75-BvmdSoaLQ
311,QZxZADbQ1JN0zYe2TK4uJrLY6xGiEexjqSCTKnb0Q7cO_OA,AR suppressor,95,76,53,oo-YvuV4bVPmyKuu9xfwX5-qMdMnyAw5MQ52QHgaK9co5fc
312,QjsRWANq9UyKJ68AYgQkdIYCGl_Yqb5kMzoGR1wgtFGgKtU,2p0,111,91,52,1FUtPEvB1ByOd5pvuVuaMOuN20WQWe3UQvdfGncQsWG9l0o
313,QrtrZoRItmtOEoudpIOIasnXzwro2mOgCk7DTbzhKK5GzV0,Aerry,74,47,65,r3cDd54a5gnIAblGSer9TZca3ra0Cs7gVXzoDHkTJ1rzqBw
314,QwdF6XFaL0HczMDCyTsPGOHudUpeINtPpstxwDqKnr30gaw,Tinkerer,182,159,90,TEu2DyzyfjT2AKY803tHF8fvRHw_s63E-dcOlHz20lkhvPU
315,R3HuuRBCEQWk2PK1RqM1zQ-JUF3H5rE-rdCVtOSg0org1Xk,Dannex,148,132,0,FC4vUVHOn1vjnbEGtL58dR9ud58XRfpwKCpz0YR2tUubdNU
316,R49_2I_Dc503k4Ep-OnWTIvxBrIpa_Chqq9pwHsztfQNlPw,Ikuaya,55,45,60,ERnBsL2nLxsUGr_TzsdR33tvnvoaeAzpKsDMIJ8W62yXkY0
317,RLk0vJ1JdCtwbeYPRHmTDYtx3FrHTaTNDuFQGiy8KFYBW1E,Scarf Zone,83,64,56,WOGSkoAX1jAbyQ_I4q8g-E9X-YaUs-rH-kw0qZdohQxjcy0
318,RRdiFlhnAJKifriEaRTQKLDuTaLCWD9StfsMwYIN7i_E6i8,Aria NA Stark,150,114,125,pABgmovHF4o0fkvV07C0tyAMO4ohie9lgkV3kNymHXscISS1FPzYmusB
319,RkOdbWu8BfwOd2tSSYMUxQXf5GhcU-21pcQ4s80dxnYBAJU,was good in s6,126,107,62,xCFRrmVPiSqrk1CsoL4f1sO1-M8I8Aq7LyW5IJQC5xF8CA
320,RmxNaMOEus_yylAmd5nuFQ2YVxOQ5LXfIIrDwYcdrqHsc_M,ˇYukiˇ,81,54,87,fJuxZ61WWkD90R3zhxxVsThvOI4JsWP-IuiocQ_3qTnHvgA
321,RxmX7xXqjqOCrO0BEI5c8-vxeuLGweaQb78ThuS0g2XH9hI,coblsobr,84,74,30,OriAKcFXAYQyXWNUSgIrvsP7I_tImtBgBazHPOV7_gPEviU
322,SHSWMU7YbWIFJPpdD_78WbaYCRuGZQfM3N1q7SJufTM,life in grey,119,101,20,-0MvT9mpTswFjKgv2gHmt_wlhD15p66wA6DnL69D5VHGfg
323,Scx-yoWqF0UAz6eh9mr2MpBnyEG5fCBtmuToPS0I0D2c,O My Money,108,96,30,_w_EiF-9u6p3eewWmqmlITFwLPyJb5mpwxZNLJ3sXlmaCYw
324,SkOb8PIYwSbSpBkJ0kk-1h2CG3jHFFR0jRrzDLTKoFeIVlk,Tentacle Lover,108,92,46,QydXK7IGuApMZ8g5Q_gyWz4JPTTZgG_mfZe0KTUK4GiCsA
325,SljmBbb0WCSDLLBFNlX-FWhAf7V357ZlzN7eX9ysFQJnpOE,Notzu,98,85,60,Qxh6ebSicOR_GUJoVd-KxlaEbxkUNOIt_Mo72XRF5pdlJ-4
326,SnvoTisPOO-hmPV18nDaWGdlPY1I-rdqv3WbB9C0ZVJsRP4,CØRETIENZ,104,90,46,PXRA6LJTMlXZNkOHDTbphowl23aBk52zufHkoKPgFz2rzQ
327,T-L5I0AeA9ZeJtoY8jGfY2we2jGEHgJn_MGujYP1bca0sWQ,PickleDragon,155,145,141,3aSuNPLG6NS8AgtTsL2Qz9pjJYWLeHJwmahrAOp8Pn_QudE
328,T-MS7QKjP3llXyOuNiTLu0sqNmszpeK3BxiFodxKXjV7Jzs,Kappa Face,167,153,48,OA2TeVgwIXJUHh20rrBb0M1KOVidsYUNIBQ0ZEBHgP4Nkrs
329,T6NpAvZRt2643Ra1FELIMiCDaZthGUZLa4HBYQEPu_5eOYU,Cynestro,209,189,124,mdYER_Rk2s5TDq-MQd6rWKzvk1ngM8rc1qp5Xeq9Y_-1pA
330,T6WASEVt5UzHKKv5LMvcbL4PuDTvR5PlQ-oM4C4Bt1LDtPU,Hexsise,97,83,30,T9ry823R3lwio6xELYuxbXSb4pz6GVp4wE5sD3w8gBdvsQ
331,T7qSF9SA56TZ__J3z9bNzzbQbylAvS_PGHK6oJ35uL0eeQ0,Appreciable,247,232,63,su3vje5U8QStVArrDyKmMi5flAhn4FlpDKe1nfn9y26GhbU
332,T7tekIxNqz8o3lmiLNDXT38VZaZuCBdxotaWc_YuTqevtPU,Julien,31,35,36,1DSImCajaq2hwYSgQCv_12rMmML1T9nPEwL7zT0KRmN62Q
333,TB9_qmsQealYwlLiHdqpVHnMmetJqDIZAb-VIPmZUW9WWL0,S9 RNG Fighting,76,82,86,8eT1L9so-kEhCnzW4U5-Cn07zlq8Am2OU74qKrt4FWCxLyA
334,TT9dOywLx71ryGjAcG1Hva6T84ooYZuUbha9EtxV4staZJ8,MørtiestMorty,148,130,42,42rSmELo-HI4fCr2Nm-eTcvK3r_drAGi8y34ukcXpdc
335,TWmPBxxbeuQMiIAsONq2Bl-_sWATIN5QiO6J8NuNbl2zgO8,Kunbee,85,69,40,w3ZfR2mjIV6qo698mRDfGxDlVmIIEatoz1T6gLtL2hygZw
336,TY6juYe89odZHPwhXalzYApTzJC-IwwuAxIOQN4XVFpyDHc,Kanashimi,69,52,32,tbLlPjNtzVS4Q-WysA1kS2d2nzh5SpY2DqbvOdloe0_gB2aZoedbNjjf
337,T__cdPJpLzStsL6y1wyWSak5nYyRE2Jsl5MAMuSYLs4btGY,t4yl0r sw1ft,186,167,118,fritb64uRv0_LBfemAnwGrxzbUxf6nyMh5V908RfZdaUU3I
338,Tbs4tt0FD3kVBPn4BbP2fxo1UIkadj65Poc5H85OXbb9Tts,6ixgodmemes,159,143,91,k7xgGIYFQwN1SfEx7KFC7MrCHUrkXiHgRj61EEpstr7VUPE
339,TonljojeLriSUjym4Em0kGbVcC6HukWa-JZkHP2bf7YF0qA,Jakoshade,160,107,78,I8viXFAGD3UPtBOTR1pqatEH6tRyUXWYxNhBxhI-Tl0AOinet3xMOx-W
340,Tp1dAun4hX_URxhYCPcKwjaIK7Z9Xmo4j7CFNycf3St744c,XO TOUR LlF3,152,142,43,G4qtAJ1NjYMTFSJjUkQwgX9k0C0EHDjLSCUQKv9zCsSUizM
341,TsMm8GJjwt7OeZKlqsAM30qe9QOPazX3NaqNmob1dHsOa2E,elite work ethic,111,93,48,z8WcKIbT2qJ6rVKImbOkHjEqrk-Voz6N2JT0y3vS2oNq5Bc
342,U6UrnR6xgEdvH9w7hcrwSwY445JZ4v5MVzYhXT1aEPG0zxg,Gloomy Shenteemo,148,116,101,_Re4iUuwHhzJRlKWAjLRZhSxztMtHLTFuYYpK7YUOC_MYJ4
343,UJhZLY_O3IPe-LU5WSrzV3oMTbSBWOvmDWmhpSh_yehzk60,Fated Enigma,161,153,20,hG3C9FjWlVv37SeYjVzW1ZT9guupnXTkJI5N_j2JWF8gzFM
344,URI04zui9qf5PRUhhxj-FjXP2xR4k3Vh-C-gYSI4naBQA4A,Bêi,116,100,96,TCurbpmScE_UNSSYRdK7_pJLagtD7mTUw79emhK3ayU3EXM
345,UiogShIFHYUpYgGRff_5lV_eBiKMa0cVwAQz8Z-MZTaHpz4,k2c,100,90,77,qlHXhjW3uV_1Qke_jfN388t8sPbxNazLzUuS411lAHdskqc
346,Up17wvECvv-KLQwnwH3d2lNT31BbhET5Osg-1QDeGEAvBjc,YIlIlIlIlI,97,92,29,7OQiGCqYt69FZi0-WIzG-B0BspJWb77OqCTgMGeMoFTxXOk
347,V-JBA6d-A9kwIwCCbFNATkfpPN6FavSI5Fz3qLZKCEOe5-E,cn inori,181,154,33,7-GOtkGBvp6CCe2fVFa0B1ovxb1c8ntrmpXqdxHxigkvuw
348,VBSmKLHE62PrbKEUwuIvVK6ZkqihHztKeC4Y7FjyS8qCq8o,woodwoodwood,135,116,115,Kw_CCFv4L6SV6arpPe3GU3OjnQUJD9HLgAeE1xT6c-oqiQ
349,VExz3xvbxhNjIZ3AnJcdVlGo5Jn6qGeZezsLAKR8pLJO0Us,jbraggs,235,221,69,RhV2l4qTKzNf3fQQUy7358Xe7T3rzS53SX3TB8f7M6xaUw
350,VHpBp5bNRRKID5VVvFpsWw2GbWB8YBpqqGZwecUdk2wcP4A,Drektarz,106,84,42,CfnHWpQOmfxvKdIIGe1JQ7Q27yWBpUmWZSxUQTMUpv0p4Q
351,VJbV7hqhFwaH-xC2QLDAb0n5Rl3Edi9S2kBoOnKfGD2xNu0,Gmandlife,169,145,96,k364Nvx9XWeOq5HLyZYWQ5-CwZNvRBpdYi0CFyTlwTkI24g
352,VKvwI2ZL4sBukEiqU4l0wfeuGgcCeyucn2emnahWaOBdS9A,AlexTheClown,120,97,15,WQf6qOhVVGtRBRn4bvv_79le-MHygdyEFld8zGPYJtLBURI
353,VL6OHP6MbViisMStJKiehxsVw-cjvIaGPi9CZGEIxFfXjVE,Ugandan Royalty,265,240,50,wVrJ2PxLT6P_F7FMgfCxvvWvYRG6hzyA43dim26LF0ZOcEw
354,VX8JsVLUfs_d_MzHyVfnKJf2Pek49uhVkgcQElOwLYgn,KR Millim ,85,46,128,U8Jkzv5m8n-5hcf1PnH5-LNG4uUnQ9zQ22B2Ch3FuAVJyubK7WO3rQMX
355,VgkaK11ixue6IwIvwKFgFObgFBo6_ravI7LFHnY4C2PfshQ,XX9ZJRY,162,116,156,k0o2aWYkGEKPbATxog-LPbNcKq797J4UYZ4P88OwkBmHmQ
356,ViRBm2bXX_cKln9dZ0SSoyug9EswAo7brDcmw-7mGHzqe_E,ttv ilyavril,105,93,45,dLjWVCl9lRAiLGw9ph-MuMvvpeccMwFb5wgrF3MKqNXQwyKlq6B4jLRZ
357,VkKw-dwxsZ9hS66h3jcIroJ-E2dE_egIvMv7PW1OtZmCEDc,InwProjectONE,112,90,113,zFvNVO30-3rXK5EMxcHVyUGXdurxJvkaEb-XXqOevOzfPg
358,W--ByLwraBOrgfOluIekOFyztf0ZoEs1hUHjq5odzqPJLScP,Purrple Socks,70,74,40,mYXAG2pxtnLB2OL1J07x1YS0e37PkCmtsOlS9PHdcu_jL40
359,W85aa3_l79L90c9QsHt6xF9bIeeUVM-BHVPHgChUi0xSKp0,TopLaner23,141,117,162,_p0RTUyTLBZy0b9SPq5KwZJ9sltYrCh7RYCjyeh2tinNghg
360,WFX0oqsEOfs7dzfCuWN-D0DP3ltEkj5Gcd1alKn1CNFage8,Turbo Bro Jock,81,64,72,InMN83Lfw9IlrClxXpi70YoRixTfsQ6Rd4jK5W4J1CldgeA
361,WIZLH68j29XJYpjWsiKysBDhvYmDMYKDIEPpTFPDSegt_x0,ˇEli,165,135,24,zSoveq5R_HOacOJd56QaF_5h2Xp1iv4pNKfjx-JiIg-cvA
362,WJx5KP5YhQvs5peHH_C45ABZN6gm8RxJTQJkX2dfaxuC1pU,Dal Byul,131,108,133,7jS34cduWpCj0dFWLxgTkik8ywzBNUzeQNEgvSZkSteaQw
363,WQlthJj-QSOuiDhh21nMXW914F6x67x_AH5O6OpvIh_S6vs,Inventˉ,78,54,67,MTyuhLSZc-trZE2o5hYl-e1-r8rtB1IqWmCVpclIXXX6aT4
364,WUVOKRDMuTDjJ5a9R-YqqxtXumgFXH2e55huxFnkwLJFiRs,FA Anderz,156,141,102,i7IpZIVcuKWhciSxr4vI1SIgN68MKURbAv5GPESSnWHY3Q
365,WvRhtxCR57ylRJPqilS2h2ibvn9gWsiqiSjgDDNmaTs,Feí,115,98,20,tZMnfWlPdq0e-FPQ-R5gU9cUJUc1SZfAYVXXGFjU8wTkXps
366,WzwkI8Ql_cqgJHDRxgdguQ7RqcRUdbMaY8hT2Msdp7CUAC8,Notorious GÀD,238,228,60,aYsbzb37YrQkValKnnsOO_6tw65sSowcOLGOzjNarDJ0mQ
367,X4z5y0VVj_S5hi-hag_UkSavfURqGnQ2OKyDgilyJPJ-tywf,DominateLane,85,70,65,hC25Xjjw2aK4--DqOoZRoVhdMDwEUsY19cvN8grc7zJYHg
368,XD4qzDp_VGxR7R9IzZDyFWluAofABVMmFxHcHnV9O4YkHuM,cows r flying,105,81,84,4F8bzD9OHsl3HSLqPOqxqQJsB1BoLWrLTVXgmwrbcZPytJM
369,XL1lGcV4ivTTuKlNAnfiRPfVrJHef363ANny9deac-aFJBc,Great Support,78,53,104,dRiyMBecr0LfZbG2PEMagN9EG7RN9sUqnQdsR6hDK7wx3w
370,XMKPEH2tAHZFaELZ5Ia4PG6Bw8v46S1bm2pGcMKaKLbwlBA,Flétch,104,86,21,zhLaUXNqdMquXk5O18Kxcd79q2eJThrRbgaVP31ROBarZw
371,XUFqDM7aA95OB2M5IeGwgqllj0Ko8gMptMu4xKiwrQisWBk,Young Pete,211,160,85,-BlaRZGKXNGy3exFEPs2ZKiul3tIMHy1OD8wRmx1VdP7kZM
372,XWAygI8JxQ7qH_guGlrjAN2xMs1_2y7ICggDMmwzaqvI8wI,EvanRL,112,106,46,pmixsAm0ytGjgC55Wc3t5EqiV0kBdibHlTYDwT0j7xVhEw
373,Y17B0ZdGO_44d7ehVFiBfhwg4sEQ8vE9G0ScBw7juOTE0rM,D4 Top 1 Percent,51,39,31,5Z_4fy5E_OgPcxJQkhsGzgLej56yf3XGCdPsPFCnY0nJgEA
374,Y5BtKsQSfZ0SuOxhgEIbSXst2HfJ4nxo4ibKt587htQy3fw,zhongdan,164,137,123,jCOFPzvKPmmTVeJhsD5UEJT1-39a9RP1ZISE6fJnesMzFPk
375,YCfhKyA0pme-8Ojc06iBE2aNUERQ9ZSJfl0Erbk63Ayexs8,adc so broken,38,27,99,BC7Qy3Z8oWI7r8rs98CJuv1unNjboM3H4_GEgHQl9YkNOe4
376,Y_NI-jsAxijPTrOScjh8LL8XrMXAqbsO8Wu5a3LPgJXA0a8,Metaphor,133,119,139,bY74Hxi4HLeQk9YBwYvrICLqs3M-w8UWI3UoudBFrJdbQ1Q
377,Yc5thHyuX7C2GpiZ9QdQ1SN1cR4f09UELPILRRCu6yOnl40,The Big Time,45,23,41,UgWcrFt9xNQ5KKY_siPif0ErPR3mmmWuS1HvWGkRoRMXEw
378,Yk4i4SREWqePSJZm3hCkxJHRBkUeyzARA95bkrRJIpbC6PI,Wofye,152,132,46,YZ27Df_nygGFUIZ-_Q2Zkd8UhOpcpsfyVuf82zMdXtpfIYk
379,YpWFPP-KphA-fiq8pWpFgk1hPw5doHvFP0iEaNzU6cWOiN0,Flaress,148,127,109,ymfVDg3Qb5PFnAAY1F1DtWz-wNPjNb6TjJ5k_b-9AMxc2oM
380,YqgORAptie0dnh-rkL53ORjIOOKXUTnsJ3dJf_HI2dTQRJs,Disconnector,181,151,38,CPOFhdCYQWnhSMxGPUSxKvphy6Gp15FnjkvZpFGdASuSCSbChQXwf6HA
381,Yx95_h9tFT0oj_LTQ2l6VDmLvKrS8WdeKI-I96l23UcgHNg,Tsunex,98,85,30,LZvxIBjqt8OLdfKvK1taFRXkPohvK65zLre0y8U5n0I_dA
382,Z0fvPaxT8qAcy7dTIAWnmivaHGGdw7RPH9yD50_W1-DrP3M,Emily MacDonald,67,40,103,U74mVBqVuXc9QQio9BolgchRsyt_Esm-VxwKNgoTCaoMTqo
383,Z8H4mn7zRMCk6eNTakF2J3VRJjUZ0j5BCz9UMPeY2AombPM,RNG X1aoMing,86,70,65,s42aR1mV7XHgjGF-i33oKMonQdsOTFU2_xrn7q-bUpnhm5o
384,ZFhyEuxfFsEO5JL4AiwjJmHL1iyCVpXpRBb99oCjc7hoR5c,NIKJOJO,270,251,97,ssff_YxEw_DnOcEM32T1MW1fVC1QT3UYyIYuUE-9k8-bLDo
385,ZMzzbL_gebvc7XpezhA13X3i7oyaQeteIcEieS3skGlyQvI,ekrcu,88,69,58,KZdJQreEx6F5Fz1skHbMOtj6HKzMvXU5F89gNE-pDzYsZQ
386,ZUSxJ5wQfMvkipjZxWntMy2FRaACVlwLp04DpPUuJDx1EhY,Spin Yasuo,126,81,97,4CGNSO2E3y0L8EpoWHPwsQ7xtoCa49SUCqb8D72wPkWo5g
387,Z_vuuIksmW0KvSbLt7a6H6Q6RPgQyVNwOdcgy6myG528R4s,Elession,75,55,98,xSQvbRYRAcwX9Urzd1rf5JoeNlM8nk5fQlahkr5CpETA8gY
388,ZaC0_6A9mPVQet2d5ZUsvTCKzz3ld6j1R_7uAWy8YJdSaTRZ,Yosang,143,126,105,M3BAwgMU--GsBgZNpXCvmbdJsb--vTQLM3qthYM0-DG8iA
389,ZjG510TkKRap7OzAcD6R-ZBpX6wj28ep8zqVczd_PabENlA,ivaaaaaan,180,109,119,CpbXhQHNclEV7YnwxEkEIket2SZcUIeK6cw_AhYEsI2ixg
390,ZmHuIsAUtSWjHrmRFIHybg3g_q-7lvy0af9KRiOppQo8rY0,Saiqilol,125,109,46,mbN04UkBDIQSU0YDx5IMNkNkdhUKicDrzOrX9ZZhNNS-Hw
391,ZoidZ4ugjdW1GgF6fGOsNhtnPdWTi6_VQDCGPU6aDsCkT6Q,ty Ddabong Dochi,131,117,46,JIphoni7d2rH93NUGd0_VWeYIImrcFO0hvp5pFTOUUk59HM
392,Zt_tMfvaHmQ0rp4Q-0zZ82G4INQYsyyeWi7PaRkmNr6w1aY,CLG Jo OolongTea,64,39,48,DcsdRKn3A1LUnyulQ1wCWv-8-H0VTSkV-gtCXa7iLpSGOpk
393,Zy1rS2zsTbVWffFUmNV0JRB5t-RndVVxNwFbvNMN8q7r9Co,sleeper178,274,248,61,RHFFMrujMwye1IQBJcUvgMBzfedAlPH2KNIEs5jK7NcI84E
394,_8KAEzqtRjTCwJ-t0LbUz8ZdzjgOZC4LeQRCvM-gaDDHoGI,York,143,138,15,L0LuAGFX_Ra28RcHAEo-Me6BTmgrKL9XgPbV38X6C_0GZw
395,_9_Zy7kChctXhbphiTCBduOSRLgutsl24mhM-vWO-GxFUOg,DanweI,152,104,0,h3lHun-2ExFnKNdUQFJzB16jgCu5kluC64_ZhiHpV6FMd_o
396,_ACbhkHA-Pq4WXuF5EaJQCmvcCinn1u9wN1NMIf3-ovO8x4,Solving Integral,78,47,73,9vkMypKx9DL33BM3fr5esQWsPdYVzbLNj35bijjcQ7QTxJc
397,_F71Jh0mocy7hcLSlnYAGSp5TD6rXPjr5LynBNNJYsqdmRQ,SandPaperX,135,117,139,96bx-4JnCJ_wgW0GGVgCkFmsKhx1Z3IdWQZSydEoVCzQ1g
398,_Im-2Hp-wjOYZyzxI9U3LmwZpk78aonmwoG_AMuilGMPY6U,Yassuo,125,103,127,4a2uOnIRgN7ujzwpwYE1qgfjZhaLyXLtn8kbKEBteyk
399,_YYcGdPZs-aYba5vrVxeRrqu7J4CCr9oDHD5tR2aWcU7Cpo,Légacy,120,92,18,IsmETqykr1nXD1HBCfJ_x4Vnt51R2EMbMRitbnkBXIcxEc4
400,_YnYIzv8hqV78OVmUBPOCmyoc_jaycGtgxH-Kzq9J6wGLXs,Pygwyn,141,123,9,rDoXNdkdQfrqPvntYSRWc1-nbD8avXe3u_yMg-VGr8wFTg
401,_jaz5gRA-g2JIp6VI7-NwAJjvDjRtEMUP6SYVxuSrxMyiXY,Riot H4xDefender,111,101,36,odBP7WG-9_Og9KGSgtm9AiK7fOIBqcsHvnmxDCOWBeL1RQ
402,_mY-mHWObRTic9-LciJVC0KeNsCYYJG5G0tGTAmKJUSr7zc,TSM Sarcasmwon,52,23,135,ID0iN_fd8KRmCK6j96rd-vd_W-UkYK1UWtMVUdC9ROzI8Em2vwTpdAEq
403,_oS6JbsJszKeMVOiWrcbOvRQekPnYPrZaIPX6Q_WhjccC4U,Sapfiros,97,77,27,JPv9c9jMOeqlt_al3zilZ15WuQ7X6L901hMTrDLdB_mcZ24
404,a3SD7eE5maZmh6k8BdmT9AlOMX5iwnFqsyNHMBoMf5hkzVs,ViagraPancakes,171,153,20,HakOcfqfvNvEbRPIW3AQuAvj7M5tNwTgXheRJLv1GO6eLw
405,aA3enBcCRzhgY_qQJY1YmFAnWTFLoraqaH4EdFnpRo0Uvxc,Biscuit Crusader,111,100,63,G8FVAUyKO4Z2yutJNwK4WnVVJPiKJBs9IW53g17fQw_2Lmo
406,aC6y5yc2_qxPC5bUDETcOpnervewkkewE5DtYdYSY5jJdM8,Akom Ayihsaka,92,75,29,L_kF5JmX5dlwgX2TeIsWVtHhV7xN05FY3kgFbjB0ofcVRbY
407,aHYR7BgH043dRosikiNqtTmDtTe7m47VJ3g3CTu_fjnkrDY,Short Dog,101,89,67,9idcVdLBkgh1Llq7POwYmZjAttApWr-2pMrZEoRqizbhD9s
408,aImIcbau4zc9ma053Rddbx5EI64VsSddGi6zUqC_iE5bhYs,HeavenBoyxo,85,61,63,h8FAY7Ozj4qm4VICchN1oQ9P9ndCUQW3o7CScrLrK0L55A
409,aPAuGoKQoChOiM15O6yx1z_M6k2f3RAcgFgfTWTPWBbsMW4,Hakuho,69,46,76,wMGE7-I-c5J_5DWTQCq6oKVBuCaH3kp9MMp3jHuriMaB9g
410,acU8j3MkZpn9DoUVlKDzoKJhZw_0n2ncuyCLbN0aEZeZumE,vipner,174,160,70,9EaQ2JTD9r7I5KYvsZkmc0VPRa3cGWM4nrKZV8EqJ3OFVaE
411,awKu0-SlWa-uojpOw_CEUjT26HNlGZ0-sJXye-yk-upVbMw,vipgoat,106,76,72,pzSOWOAG8-OwYRu7bu4RvVBbUyKoCtmMTxcMIevFEvfDQw
412,awZfgV6p_zuOi_S8w6AeFkwH7c-WFOnmbO9sAp7kk0nJ0VU,aphromoo,121,109,26,QeZoPpz21ms2fLFZ_N9KMl7jyq2GtrAzp-5i8a23ZmI
413,b-EhNXZfKA6w3gjDVNQV1XZD8PsyG8__fwCx8KjyI8tSCA0,xKace,134,122,45,ChUvNPWgPwiaTGHmhu_OYYyEOtBZKnQ94WUGgHH9MqdBAg
414,bHAkw6oUs8t7Ya4_pFEiSlzmehR0UexbJ1S4NsoXxq7R_i0,Sunnn,65,57,46,xjebLIQSzA8QwUsQWJGNqVq6UYLdYRJgkefoq49-810hLEc
415,bHkG77Z_ISLlFYdXP4kf2_3dsZTu0lhccGS_-vkgn8L98iE,Kuderic,54,43,26,WnAXmgs8N_i3sS2RUh-utgMk7ye7sczksvIX2fEpHXel1w
416,bHsFfOlJHcz5X2rufnl41l5ihc0OcdC7DbbyFofHvgdpyng,AMAZO 1,100,79,67,ltiQXzs8yp4o1pCZewzifdUnCzofd-FsSNUsZrj5Ho9UWNA
417,bJgbxQC9GoE1Ch36v2jYc08WpPzT1YiJmHlijNk0xQf2eXI,Good Boi,157,137,64,j5A4aTZIlu6hyocUu7wv0N-M5HLWROGlIKE3dtZC0NbZoA
418,bJnZtzQOAjJfx0t3SgL0AoLD6WV5raOTU3AO3nDrdS9pm0M,XX4ZADL,158,139,20,E6QDKRkM_f1P9HJK9NX7jS1xeEwAPVz0UQw3_lhPtQgGp1Q
419,bLKRCcU-i6Ne5z_VATKo5rOyI276ugr00T8Co3sMBe-AhDM,ADHD person,94,67,101,O_JLwr5NrkcH1CFLSSABietJM8EzPjm9-X_-qxLzdDyIT98
420,bNvjy4KzKhUigpN7xcIpN8-r_4YrkNbf3ZLi7qGhdS3N-xw,Litchi Redtea,69,48,17,_MTGWKQPxGJVqmzd8td5kZKsielCKJIcW-7YAeSHsM-FWA
421,bO7BTfgJpQbcVAVTC9wiDWsSfL1EOXf-rFTmFcOCTBylmac,Imaqtpie,254,244,35,7gj0qA0rCHlKK2X27r6yczh4ZAmjqcfl0UDTxmXGFvNw3A
422,biX4sCHSTbxXOMSMeUNvGqOlreMWPBRtMlakuJnA9_F9cSY,wow so good,176,117,90,pSSUwG5Iibb7JEucTgx5g85ROBDPNWIMDLdybBQNYiu_57E
423,bpDpN70EsxRrF4dB5kwGBLvac7ql1FUT2m7KXyviVXTj3iY,sb american dog,142,62,77,5WU-E11V4P_YxYZQpUkXxnZfO78PlakEX9_yj2_c920OjJ8
424,bseqicsA9CRMdf7LOQkdUpf6JCpsEzUgZdyvJ0ZMbG_DR3Q,Arbez,102,72,144,x9pGswFU6A63qWjJlcwjIeYPZwE5kkmqkAOE4oTNfYFydw
425,buFR_mtKwnnKLb5D31yhcGIPu8-D_Ba0VsyaxijNjeus,sigbog,156,128,119,Kus0HrRTBi9BoCuMcqvMlOHrkiQpjBvEslF2552yoESv7w
426,c1AC1FRQKcOX_Ha-xiuYJQ4OjU7NLYRctu1uD1I9jjAI7MM,MeguFace,49,43,44,S9nx8zfeDxmTFzTZpT6HZabU9CedGQr8XRVWFyTs3a29sDA
427,c4o5aWbQEt4M4N5QykZ4YLHy0bgpwZqz6NPMLKZUg4vkqrs,Kitkatxz,71,67,15,QtyBehbtz2isKaQpklgCJL9G8cENjaGDGcsTvyzr3IkdDQ
428,c8tnWrPvCjG7iKLPHk85ev0zG9Lz2oX91DuaBz0Za-hMLUY,Fauxz,196,187,26,4fhqKvHc0xMd0_SmWbV2_BEKq1WJ_S0icy0uiCX_pESw4g
429,cA-kh7ayY_c3m9-TNjqH_tlsptCiny2I8V5IjjIzq6P3YLE,RATatouilłe,68,45,104,BMlJSYvKkV4M7H7VN_G9Va8PgQZis1YIYbdV33EXhof0TA
430,cFKQme3541KBFdDK6e371wTAB0rKWk_yLbV83bfIrHNyDRs,Jayms,105,84,77,Nztriqjr_bubzhVDH2FfesW07lpLtMVjjlFY_YRJ_IXxcw
431,cKtNPYzfpbnJzDQOdil7IeTgt17SxcmNwPUoWAV-U4PWfKg,Mouth Eyebrow,75,58,98,H9SUgH-pPEHw66AYKKF-oba7x9TooSNrACf6aXrEYFbwIsY
432,cNNU36ZadZkYkRvYRJMdXPnlfk-SXPnVnkVdf14rCmk1hRI,X vvv,189,176,55,KrX9dZIQ2ar_V2VdLx3Qde8cYKbkjnJkhhiR3pgu-LcVCCI
433,cReq4PASw727UzqLMbeBe7nlM6ZbUwFwSAX4n7chUHVY3uh4,datdat1,221,197,56,xK6rA21hThhqjTGH2rCbp3iGWnbZvPR-7vbdx8pL1DdQgg
434,cUhZFtbrHbYYBe72RNQtZIsGI1d-Vlnub2Pdc7xEEg,fox solo,186,166,44,L0CPDcv4RHSNdO7_-HU0l25O3fqPz9FBNQzUGlR_BdITMw
