,SummonerID,Summoner_Name,Wins,Losses,League_Points,Account_ID
566,pYRqVOt0Zk6w3spm0KDdk3wyV2b90BSq04rdI5FuiJrbLF8,NeptuneKK,140,128,15,raZtYxzGpDWrsB3i6tv9smDSYIQiXtrVhXSRke-ejselQw
567,pbc7kmKKza4_kyAfDk4BuxE7zPT3rslmqcRy2zIRznvrNuk,sico,83,64,68,Neytfidja16u469qSTxuRVVvmOIVipmL0l-u-6hwxTsvWQ
568,pcTPXipyUWuOqSvwt5fjERxXa7MrnapoyRvR_slpdph-kgI,Roewland,144,130,30,tuZqjWlmeNKslLxiTtqD9zbbnwCjfzO8BdJLVUh-4zU18HU
569,pfZJAOqgp9bwXBrIZWsoqmSsPGE7u6xMdtuuN_v3w580gB4,Wilem,135,125,61,A-aKpl0kxC5ZZH068M88_eyO5Q2mBLXwtod60IPJp_4KFg
570,pgECzY3OStZlgkWvT94P-sAz1XFscMDqvkqDcfKA8kJXLpU,Charismalift,91,26,33,tZZgdtL9FUAn3BybcDNBDGouWC4eKFtVQoTY2BpaZ_oFkw
571,psU67OPsHnPBozUuKgC0byVLety5-npfeqnwBCWJe0O8ves,Logan Rose,135,100,30,3B2XQwt8bAsBEJa-1zwANd9V2QQ3u5HorLdB466ZLqIjO_g
572,puVV3pTwJKkL5IiT4SwKrpekPgEX3S8RTiBb25IXFiw7nAQ,Scoooped,259,233,101,StSo61V3vx8Txsj9gb77gOTdeDKZNhcUkO528wNK0xeuHbM
573,pyCGK9RJnWMJoRk2tr_ItvLcNwn-6OrakxtKckitrRE_rw4,Noobkiller291,76,60,65,Qh4gNWFkXmjN84Ctooka9EI2iu_DZ1Ju6gvCtlZJtZGYNQ
574,q6OF7u1bSn_GkNqU_wOPuhqumeysaj-WUrV81Qcyh8Ay7Sg,Outclass,95,74,37,LdTCnepsR60hoiQNGkIQg-4clmCD1sFcmC8SkPqdDmfrSg
575,q7Xo6eYco7HrhjtgljjYidW39yCzf46d7xo039a2Ua1gH0A,Undead,101,94,13,wfP9VPxpOvWGNTGf_wOK_pTu7bc1v9I1bOz149HNUUEZxw
576,q8UKKEf_TXY1VfYojZJZidorYZ8gQiKnGTksrYDtGjtV9-E,LoliSlinger,38,46,16,_SiUzmtFTAufa0w739nbvnDATK7wmLWxf-mdf6G8yJoHedk
577,qCGEp3dpwFt6hgCWgXArLzlgODP0CoWsQYaVcJq3XuvKh90,Kaos Fangirl,126,102,64,Deudcyt8XuELM0w44deEoKAnB75hW0yT7G-juwimu_dylneDcjY7hoDQ
578,qLCYbCnVmI2yPiXComKLF0kIlOz4ycWaeUWH3KCPs7yUy3M,Vondill,59,39,92,s30gGk-U11BjRnRSjRT5VuL53XrRDqWochsSeiRvPt9rEg
579,qMS7aY0YsIgQ8RpOMpINBNsJ2rArwLOOPtH_KBprkVHnyXc,the sexy kane,205,105,0,JgVaIK9hq28-JCmGUCZxSvRFyzN7k9lALwEJHKieWX82_4c
580,qfBSyzdinlFeGUNYE2RYl3KF1t2PFJinF1xjKd53Kik,Silent Serenity,73,53,15,YQ2e4YTstMDN_DNArdhBPrhL-IbC81byjKbefH3MaRiKNQ
581,qiaA8S21CGMhu-UuVknWWVE3G0ANKnKo9QzuRvRumpxJrDk,KyleYou,38,32,0,IBFQDWH09ZWORCzmBaPKdrdp0rn-ciUlgGdhhP18M8WOZZA
582,qqsbqTRFSXMFnodiUU6nVtgLbW6iahH59Wt429FEQR_6ru0,Wizzy,94,66,104,809nWrMzFzpKRc5zLc9eSR0uy8GrBq4YABWdR9X48NPFtg
583,r3fC-PME3bmEv1xaGbGe37j31ZS7y55pTtgr5qjEFwLlOIU,Miralith,100,68,14,6Ye63_GuyPpI_9QRSvxrv4eioJDczICgCN5tm5NIRykGqw
584,r8RCFv0oqHvb6Agz5W9fVI-lhSLiqPMhrKB63kBFvqgfJQo,pls win coinflip,37,15,68,MzDfjmT1HBvj1s-mulRBWPItEhvUpcgNYQt7aLyPboVcTeI
585,rCx4qbbG3VKRkZ4z2Zz3f7oBNTNJBf-A5fMlarUI4h1t4uY,The Bosh,126,111,76,inSnLwqGnTO0x7QL4Lu8H3nTHHVsv5kO2hXCgdJy6A-Cfw
586,rFvTIqRvyjCCEIqC7GxRNI29DJcaH6w0CVXpqIudxFewhlo,Majestic03,56,33,49,cUYgVC1eq0IlhJXp18T2EkPiXaGTUywh2TFfx5qXVd8qtto
587,rG4Kgmm7IeW86_fMwWP5R7bF08i80ulMNAfh2GqYVrAHp7k,Riot Weeknd,47,29,56,D0vljT0o1qZqFdswTrYwt9O_KGjNICziZmdpVO2175hEow
588,rGDDOcZsrLmXe8MxXjOIceeW7lXvKpEvPoCRsCOOAJBWMaI,4 A 8,244,177,47,gdVh2iRGll6vW843EfIcdvaQDUFAg3WY-mAYNXP7MKI3HOuJK-9JFi3E
589,rOaP-XwOQ_pyM7IqZw5jGRJAxpC5TuamMST9fMusZKJSC64,Munching Circles,104,69,161,7RoJgPCcYLYDV-_rSoUjk6AgkF6idQTyKcl_I5WZKQoUT2U
590,rW05L80urJL3RQsp3_GnErG1DqC28W-VsEwk3FfyKynTuW0,DA GE BIE GAO WO,213,180,0,K5j6x9olEXK3wWypmLu3IUB3KGNvEzlqHJmhlInY3a28FUE
591,rWDhC6Q8vHlkMQS7IxXUausAs0fHILccKhTHl0RBQ2u4N5k,Niles,128,111,154,RY9HVq0OANPkUVmysfrDldFt6whUr6FHUUDNljw6wMaEbA
592,reW5v7YqwBkFI7TDhVqRSaqk5YOYTLfsW9OrMqrLLQ,Kexi Kexi Kexi,58,33,67,qzb33cyHn6zFYh0ktvcItQZmv0TSawlTBVtxEl7zBR-qww
593,reZPCPnEGHpzw-Uyhyf8upKPPag22wrRPpR83tI1EEB5w0g,Uch1ha ltachi,48,36,43,kRNe4RQtflbNcD-t61YHtzcIpjU-zvwkGSmR827laRLezw
594,rfY4xQDjHt859IgiCz6VLNUFWP-RVRz2JiNa3PaSkaidB08,Zahnet,111,98,41,Nr8f6Fp8rQ_8XomO40N7wJuuLi6TiOzDXK_7YwjJnxNoP7E
595,rixoNPT_ZczB1EpSjQhzHzhIqVo114FepngXK7TbO81AFrA,xPresident,146,126,49,sVMIlHnmVPO9bx9DdNqpybWvJIMSgLsrRIHmulU_0KA
596,rkl6Bx2Udn34gHS4tLrdn3o8ekxRpq6PED-XeN9MYF1jB4M,Polar Star Dorm,56,31,61,i5MTxineO7UywQMAlkLnQh52WWHTLakaXGdo0Xu4_2Wnow
597,rqnI8lp38yWm_vriZy52EcFU3eHdr7ckEwNpOKnN_PFJaDY,HU Titus,250,242,20,b073MW320cGDvYrgR02lYcuVZKugevJOYR4BIkaa3jmeL2Q
598,ruQyvL_pq258sEakzKB-FZeAPMvEjt4V-vYhDZxOsRsEau4,thgink,104,47,35,lF2_xQcljFU1MPG7sgYB4dBgUuNseZqnuU8iax22XXJ-hjE--5GnDssW
599,s--tlIlhnRFfHWgFsOt8rKMavdnDjEwAAIFpkBpnPeRU_3sB,Drutagan,77,67,152,cwOi5dmhLq9RRqvY0nYv9sekjYCsXo0seqJzalrkA5EOsV0
600,s-0yFNi2zLmVS4yBfhtpApnzasocrvuC_49Prxu7gmoUllE,CP Freeze,137,110,172,HV8c5MCZWWyQjphFCxNRk3nFPNGcCdH0RpQN0xZa0woJdA
601,s4BYDm-FSTQiffwSg3cIerYqWAmCme_ReltWk9DTO9qpZ30,merrjerry,99,86,63,28tYfYmUhUNX0AbSF2RszDXcZO72RNOs8fTk21whduxj9w
602,s5m-0KYeF8fnaMiG8HIKcXQi3yqeFmIgnS9YY4n4YxI1hi0,normal top laner,93,51,31,mJTSdotbNOOQQ-GhZYymJo8R4A09S4QSMxFXgdxaMl5Sag
603,s8qteJh0YpW35JhcZMNdODfuhgAfH9tT4DOpX8gF_iTu-EA,Ezadox,98,80,30,YzPmcfY_EjQoAyXjCFEUcEtFgg1CB9doNnDMkMz4t63TWgg
604,s9iif1sJ-mMvezMpfGaP8U2eYGuiG1EGntyyhkEtKVNnkoI,lae young,70,56,29,khp9X8OZk3kLykpnBVTn0VonpHd9C_CrEpcqdS_b68qEims
605,sAs9CyQtymIrQf6jiSuxP4u5557LzarfrPhza7dAFIXV6uI,Yujong,206,189,28,QGgIRDLa1waz66IGkcNQ6sXPlfLZrRQ30QdtIQML86JOWP8
606,sHKpyYRuMnwnUo9yUtWCCGNaeA50i3nnEAtP7fNYfNInpCI,Akeelo,127,109,118,sFJabUdui-aYhzBLn41a3YcgmuhNZ_QNvGB4NZe2T9TOcg
607,sXQeYm2_N4kT-nMUZJ5RezZLT565jQbCpWWftVjBRcUFPps,h2o flask,108,94,14,i_44sA798OYv3ybqqc2PMoaB6B7MZWNkkdqIN_E8Fjop6Ec
608,sXYscZ4haRnaTxrLPtvl9H8kLi5Mlnrix6SHq7xQOadBHm0, Sudzzi,82,57,20,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ
609,sZV9EHDrlmG7eUNuZDgE38mQWCfbs0qAqUN6V0cYq3E1EnE,Mr Dickens,152,128,15,YW-SnTSH-5LepMkfszw9x-v2whIBhnYrkinBgrenL7g7_2Y
610,sa0UX2OzQuJ0eMJG7g4GiPT_x-19qrn4g6-tLy5MIxUyer8,Bánh Bèoo xD,139,112,70,GnkisIkgm6r06BKTX8KII8KtC_Q6y9sMBhHgDiIyRXWw7fE
611,saP7Aepk4uAiNK-iSPRavKD7p4ccg2QVvrpxlJVrBzNLU6I,IAmBryzn,152,124,91,PJx088QxFFFDC5x6Mg7UoEaHYtidAG7xExxYOGpOXNwaSw
612,shQyt_dDms4EHcSEMwPeHqBap7jYm0GSREBS9dr8hxyB_A8,AltoKnight,92,77,32,YHvnO6K80YdUmPM1oI1mkQJ2ZOB8QXAnFcVfu4dcBGy86ag
613,skM6PRuv45Db_usJpD8C3hxrivmhnPcs8dWUWAFoVtyHWvE,LP Yoinker XD,61,34,20,Pt5Mz-FS44I2ISPV67U0xkzoXBULZAK_5DHjeTcPw2ZfQg8
614,sqgJfoWJ4SlumaI0c9jYgowNWLmgx6DP1GFYf4YoysXKKWA,Gli,117,106,35,CeCrZmT7-v6njDtiGlJDMudhPiPF_53zhyk_vu0_UQFlMw
615,sxxn9NDCe6lPUn1xXbG0xqYD0YWeYSCjlfdiHOuHhKNLPkM,stellar hype,160,93,63,yl2fSp3xh_AK-jPz-Zqslob6KxGfj_qqDP1To2DGGNNq7yo
616,t3tCt-OJollcEaHBG4XHn0VH6QtqS6ghUSTtM1suzWR0BxI,3astan,209,191,85,MYSJ8tv7xG0MukBsWLB648ejP5jZ6yRGyZN_gj--2KSXHhE
617,t50xNjKkfnRZEugxSOssUjkH2wJgDY3seuhQMigVLW7KTgY,RickChum,62,42,18,TL2tIAZw3DSZrlWiKyEykX0C1tnb9vpdjPgFfA_fZXRrA1s
618,tAWle77urVYsuEtxagmiZJdxCJ1A9__b2p5WDLG48dBXSJU,DoToT,287,269,17,TCrzyi5DT7-vhyWKqtJb4yOkvLr-NF9tnlEAIfoZcKbIzg
619,tCTFP1vTPtO1CefzlXKbesVTSrhU1_gdYQfCp7Cg470rlkY,diamondslayer224,71,45,109,G0S2QnFX0GlIj-sLKB7If3L_JQrkzaQG0FZDKX7DjdUMy0A
620,tFlJbyqPEc3_U0dajtwNl9_015rjCDmyqzu3VqNDbYKEXvs,Kshuna,98,78,102,3a929zlT7e2b_fUYs3EiTNFaHoeZMYuCDsDV-Y6ZFzCas0A
621,tHrFG6UlKnxGI4tC399FGr5qFB18lW1aIk8lZENm_HkKhYU,TSM Sarcasmju,48,29,118,_7sEznynvrKt48FjsKhWrq1UwK7NpUmkWOPDnV0Dr2iWxxeQxOe67xp_
622,t_Yi-oQ4BElfWLaRggNgcVJ5Jw1Ikq-4SHSvu7FRtGQiM7xY,ApatheticParrot,78,57,83,5EV4DYIIpBSXTr7G2WXEKxYbrpL2-1CnFu2TFsewZox5IwI
623,tcQPCEJ-oEw8_rEW_6SOBu5WQIJFj7ew3Nal6TIhOQRpcyM,DICTRACTION,126,109,75,RyOjK1hK6lInCB1Ue2Hnr0UCwW6cD6kkJog7XZktM8O9jUg
624,trLUwMfrV6C8JRApHZFBoC_eGdDHt0ZRW_fYf59DAX9DAE7S,CherryPopz,153,141,44,8gAn4mZXUTl-kP8vf6DSNTcrQQIpnmRGTE1ObKDWdggsdbw
625,ts6pnrtw9jc2cUPF6aEAupLaQ5b9-zKPlsSMPsDcO3tijZ0,lost and gone,114,107,29,a7WxvvRx3_e-J5Xkg0sQcY64W9EvEgNG5moXpnFUPPVl0w
626,tuj6gkPqu_1Yw_cyqCkjSdgKuUbkWDz14syXIvNuraLLaJE,Fox FeniX,104,86,80,cynQDPVTRnkB2nOEqVSqLeCC1UFnqcMthehD70SulNTf5Ms
627,tuz9Pgd42RDNn_52mm-zc7rGiyAngWBLgwrMb0JOWCv6tlE,Spin for Penta,150,136,32,5zc4oRfqIuR9ItUbmJkNsBT8ThIMu1k6w7Jb84qP8oLby2A
628,u2E9rii35ZyHP4AM5EX8BA_OcZrwxNSUrzP3ySZXoiu7OmU,jinanbazirou,62,30,54,_Z7T1W5DdYktW2hlj2E3L8FKcuO84vgs2BQu2oBTpjLoS0Y
629,u4UJ0q69OplbEDwU9J9Gnl5IMhElTpj36MQrutDEOq0TnDM,roguebunny0,85,53,145,PeVt_0aTRl6-5G0iQEg0zoXUM2_y6A0DUrNwQOYLu7MGOkc
630,u5jsOa6qzp6xGvWBunOtmgwYpOUPxz-BS1bpQc02BZB9VxQ,l Evan I,109,82,157,78TDXaW7w5FjojB6ZkXUgT8jQT3QTwWxpzVR1Lqb1FdgtzY
631,uA6CL2kGEBQJTwE9MuGw71_vVPUejT7SmNpsYAawN87U-5I,Wiggily,118,112,31,NITux8QR-3QI9l8hdcE_JLvSGlUwkHgMpjQ5xo2Ds6UvSw
632,uAwl2Ypsel6UPYPO48Y5_zbZ5uhZRJB1ZDopru8SIGhC17k,Code,277,248,59,8-TMU85BDdAONbxJld6ZBWl1U2Zet0jn39ewOXvOY5MtQbQ
633,uB1iX914tyR2eUXuUMsb8UqR5dYv1zSttjiItp08qsMuyug,WickedWazer,110,84,55,qC7BycBza2H09drcCjzyjtjrWypYuDpbBYFOb2u1O7lO-w0
634,uGPkIb2L-pbeguvTrqY1gq5ee2K_i9bLP1Y1-9VjVssSDrw,Sharpe,161,146,33,vLYTuezyurey_N9073ar8uMKjtdjSRLcCPsu3xYVWnzJ5g
635,uP9nyk-P6zL00up_vTc8g5yExjgWABKPbYSdjwS-M0ITilk,WAACK,110,88,37,DX-hxQgLRyfxZt7fZBW20m0jFiRNt-4zqbkN7-fTV-a5SHU
636,uS6gMae3FTBn_C9Ku7s4u5kS9yuZACXMmAjX6c0R8JDaNP4,Hapi Q1uzz,65,37,15,VbUEhM0--OZtQPTXtQccsYBoyISQQz-ef_0MiRz-ZOJN93A
637,uWXByKqiRcm6dTKkO75dlsmtMxrHo3l8QMR3EXe-FDCpVzA,Boris Oppa,44,29,154,J7tl1O66K8BrvwyeyW3rkzke5Qc9Rv92s_g13zpi0IManNc
638,udZejnbJTVG6zUPvqenJl06gWOWdatzUeX93jBYt2wol5bY,GoneMild,104,87,91,uyWyUb1N6lA25QlKN-H2SgSwRY8vvqeI7FgVG9PlazqyJvY
639,ud_0IwZs8sOhatANYoU9idHRpUpRgQM1IBy7sb6khKojEaI,mental implosion,98,83,71,2Cm-pbYdJ6pR5tEpes2_GnkisEjCceuqfUcQBAXbgU_Y2g
640,uddzi_FWIpAw0eLEYRcfjSUjZLhnJkLzFdsvax7iYE5-_NY,TyChee,375,360,74,EfbAmeW9Vj-9ch7Ij3IL7hXOfU7My15-3SQJ2M8HyYI2Dw
641,ueIFoIPfwsTqlKAT-iXJEJbRfgbV6839jvhswIWXY-hUSt0,XxKaynMainxX,66,55,29,xkF8VmNs_kSAVQMVQF6FNyrX0h1F-ZqXzChIJWsbFQAXWSo
642,ujPRUsJp22HlIh3DK2FqtBpLtIX4sDeFjn_3taDEGkbYrXY,inyubi,152,125,16,6-RC455nD9QRLxuhTiyjSD68_9r5BfZYqnXU5xhGmRrUvbw
643,ukm3fVvM1XQ_niiPP8qkfBFdPTAGcKyunK0eXxM0XhB0n8I,Red Eclipse,123,112,103,Sh5jWQNL60s_JnMZj9mQ-5Jx6dElS1VHhOqx6JiPt1WAhqk
644,un3K775EvIwletduwc4x30z_OpHv0_jVPSzpUL7tFYCeaJk,Jongmin,69,40,72,U8NgErrPXWlvJERIh47up-zXRYWlTBbiOQZtcoKTZAeM6Xk
645,unAwjmRCyUR51o6W5UTnw-Vju5z3_G8bq7zbVSTALIKudmI,freelancer,136,105,152,hqEkPzedJjUHvadHoEuQeOaNhzYvKGL_sDUjfpDyML3JZg
646,upo_mFHGHEjzi-OAjHESXxyxhwgudhhPdmiaFAU1d-uy0yQ,soyboy manlet,161,138,128,x5kP34cjbbGAM5TCs5VELd3X22VHr_F2FEnVo70JX939f90
647,utRWK4L8CCIZdtYOuFtWYFU_gmomhyd0geK4oC2dISMc0IY,yi   monster ,95,69,69,xg_7A3z9Umuzd1EmHDHhOYsSUmZeL5v4i83_ydFCfO1TTRs
648,utuqaMo7kyGE6b-HAknL3dkkocF5JQ-YCbVSdr1RZUhahPk,Zzy2016,218,198,12,qH5mYBWs97RrC5veuzMQCs3FSjv9XM_N-SPh9YCdx8s0Vkw
649,uwI-Dx4JFcBBYb4K-SeTohP0SCOahCkdfX6bpdpVtEdXFW0,z x c 1 2 3,325,307,46,Mv5MqgSlt4XHWiUhFZaMnwOP33gZTeZlsRSwVRoyBCTt0w
650,uxsHbSO1yEvTfA5966UJQeOLzpvKaIagEAutAsyzFdOPiqg,Quy Dep Trai1,159,138,41,Le7zwcvuWp5_g-WjgeodEyLtBeo1DmKXL22LnmDvq8TFGw
651,uzcbLiLnk995Dla9AsxuquFl601WsBwTev-HXQVuFdNscCg,Orphelin,286,277,29,ODjdN0RQac7b_PkIJgefNwCHOZZ2mO3cjyBlzSWJq-ZEVSE
652,v0N5R-QiXLvHh5AE7HAKBsLF2eDoNoh0HFyAZ016cPcASZw,Bigbadbandit,121,111,72,KLWIaylXNGdDjR6mPzEUTYHdA-nYX77BJf4TYEoreiy-SQ
653,v19hkACM0aqoRXtbxhW7TT5p59cR0u-p7wnvV09fcZE68ks,UnMechanical,94,94,16,jB_6146ecP8g41PLrYb986rOxlixOe2Al0gJ2rbc5N92Ygk
654,vI-hAHdn2nQIwVVeufxOW87CgnwfjibllSKmtZErh6gSluc,Turkey Breast,268,268,0,A8ucOkvoJ-zyzwHvwXYrfqxPn-7mS6xXTrcOx7eS4JUDJw
655,vJAeTmWWfscXEKGUs0IhQFOUkMhWrrFo6Pg2tIIpF4mBg3w,Azure,88,55,46,u_iUgc8OndV-w61VAz5y0PsWFD6c8L2vhLSsKdnePvidir4
656,vM45XTx0_uxiWmEJeJKx0-KDjiFnLH2yvdayVCJriMWdGO4,Subduction Zone,118,101,123,snn2NJtYil9Rh9r2Yq16SS8AwDLMlM9LKb0H3DvulZ_ec0A
657,vMoQ5pfj3WaAetibxOPg4U9nlO05NX339Ql3kglyybMe6TU,Taner Won,287,281,48,x4b9C51pvoHs7mVM69fd99whe-oK1wB69mQB81EW-ohKQ9GW1m1XHxjh
658,vRg6Gsvka-jV0RI_bZL0PAI_dQGlXxyd6k1tw0YAw4CWotw,Takashu,73,50,19,-nQMTGvLWmIMJVXsn9Bt10wtvyCdKpGJeb2lXzLUA8QOsQ
659,vS952GwpYIA0dpicEkYoG95FGwHiBTk1XrRyFpGV0Uwa1aw,jookiie,51,32,36,S4RLS3eDAh0LreBsISlaywe_4lAIfokWs4xASt9MndBZQ10
660,vi1JnIPw8TRs1ad1rensrm8axGSJD1kKpPuk5BCttghjEhM,faith75,115,106,28,EsNh9Cu1VE3cMpPemVVYMtqpaQZ9--JrZqYA0v8y3lvEnQ
661,vxhUtfgDzTvsiNAo33KnGigbMcHX9W5r6JPIr7VoNiHPCmA,I Shadow I,125,101,189,d6Z_2ru1P6LAL8Ae0PhzNiUGwlrWbfSRjlvwsrXE98QhBA
662,wDzxO8BIRKSGORl5buT405b0fSEPcGmn3G-mriqYs-DUHP8,TSM Sarcasmna,58,42,100,2m00vUYaIzDzx90TQsudQl8sCxQthJ_osO6IDAT_YW1VEs6-ml0siJN2
663,wJ5K--13suboH294EpXYRIkccyL4jMDbkwku5dw6ESVY6HE,Gorhunter,180,165,22,SeMT2G7UNfPJL4OcD_b6GmeJxIcuNbDDOaf7n-CFBRDv1AA
664,wOQS_JPRfksmdh2QqWAmyzNrC_z7U5GPQWBZyV8QimFx3Z8,Fiddle Jungle,125,112,105,W6S-dE84nKknnHbZscVN434fKHGlz-YO_ngfLK3qecca9w
665,wSfZ-9wmYFDtFrhb2u6CV5MdDj44N9yqslvdbTGBFDCW01M,BÆSURI,24,25,16,LUXvkJ-GOevOQXteE2iVxrEuMPC-2e0IOoR9c5eQXqVpsg
666,wZtn_R2qUF9jc67siPRF8x6FrtCFnodestYeeDOChGQxB2E,Klarion,149,135,33,umkYqxz6qpPk0pDbFmq0zeRzcmwQs9OamfgK2A9DqTchwg
667,wvagwKm-ihZo8bKDdQkFGmJaWbH8dZoel_5egyvzvWnD8f8,Elopster,74,77,85,0elzV65qU4FbMi4VyMq3CKtEsdTIKse8a8JNT0pankxB_2w
668,wx2YaaLcwHzsZty-ZTgZsVw_Vgq0DsG4yXLuavYCouXy-eo,Basophilicbimbo,163,140,0,v9x7uuqoHnkxMAcRnTddXs9YZKWdiQ-myEnBtCYj1P_gVg
669,xAkvJJGyVF6dO5wXqtg_QYyD3GzTdaDlNiIOEt7Hrzgjb0U,Ajido,114,106,164,GbrtJX1Hy-lf4KFG1VRW827zyCUxrmC_lzhNpAqSpY4sBw
670,xB6yQ_BrxVUKGTg1lNFsxk7HONUbfezWB3_SoaG-gUbE3Vc,Rizer01,270,252,96,yyypuMnIemYH8MLZ3geSJnA3hwEK634_8ia67TaUHEMBDQ
671,xNFSc2MyC3s3vbvVUp2xgSyOmDFw_8uvaLBTZ9patpXrQhg,ponder life,304,290,32,vIhn2-gu-t-ikey_trl-Zb2525ZN_2GBsKy4Cmu402ss9A
672,xQcYZWEqaqVTJ57UXpyX6p85ZODyZI2s6B1cyrQRZbTrBuw,nbaka,90,58,69,J2HdXoHnGc15ZRuO5u0bD2YELVMRggKwt1Mmh0zn163jAPY
673,xT5lw3lfHvGA7BnWWpc8F-FvlEJp0Uay5rGQ7RRhJnSTDLI,Twtv Lathyrustv,110,99,15,gg2aoauxtHGBwsPY7xUS4B2AhN-3Ogg5evoYHA8l4dLMhAs
674,xZJZDWL7se3PdVze6DCnObaN4-KKJYzTCgqBK6ipaa5U31sK,FIipped,110,96,73,8m0C8gPnM8iQzwG3wMJqGJyheVJI4Y5eeAhCnpxxoiCBJbc
675,xjRA-Cuxcmj163eDja_4G4ojSFraIL3-xPCzy87b_8jH_fs,Vortekexy,140,119,98,7c9H3LJefVjeaDzg9wfBJUwOaIDitBYuoS-A-ZUGKxecyg
676,xjgrs1YOq4AdvzmEOn_RL1Akz5OvkAsnqgZpHZ2hy1o2Gdg,Sophist Sage,93,72,76,wob9v3PHzSurqIk9H29oWiIlCgzpA2BMJ760ByMm4LZaegg
677,xkB70EN--4HskumgpntEN3LrT917OZE3J1eCdTzQbkr8d6M,Draven baka,505,497,61,_BW8WNRSGuJry4UWnDLc76xfUtm3TkiSyGYWB5LddFfN92M
678,xmA3asPCpg-eL7ByB5fCVay_7V275sRBHtEfrM1gFG29Y0g,Chase,184,166,53,HS8sx1nQXGePKcwQ85Qsff9KTp_TqNwBkDKqrufYKqOleA
679,xqn78qo9OIimO4rZMqr523C3BoJzYpMUqza1yPHoLwwD9WQ,Eclipseˉ,85,84,99,qBGHLfuUnu21b5tU24HQ5mVpzeB9S7wYLDU4o6JkDHSsmkw
680,y3NNbOE7RKtQkR6s0x0fIGNU8Cb82TUsArcB_FTPaGeGo_g,Hypnoss,203,187,56,-AJhNyGpgBctdkbNlmWYviyHayw3DZKu79VaoIND4KN8ROc
681,y6hQkRwHAJqw01HW24DTAr7rC3u_VdKq3yfKLf4hF88sNpY,i didnt bloom,195,179,132,c3FhtI5KZgNj1-e8BPEqQuMsDo2AzoxleBkRBo4pBMLzwA
682,yO2UkJFmFulgA9xWFJq1H3K11QSlkfN4q84W7IZqYHSXAqQ,my dad rq,147,130,28,tfSmTa_TyMnUNCAM7-hPM8I-JS70DpqhzXL2v-a-k97Klg
683,ySb8PcYd-IBd14pdTUZ1j0rwOd0XWFrlUntOwGrZSYd17Bs,vx643753602,71,27,80,uNQTILSqBMRZzbuB3mTZAFa5_-ncKQ8eM6OwVEEqqqoaCEk
684,yZm9gHySxIzvR7k8p2y7Yqz8_Y9Wi1qlKAUwC_5eo20M0aI,FNTtYNU9rKc,32,20,18,I8u3cBBzz8nUnJga2ktl97MdNmdnnP3hy5KJqZNWDoK9HKlrWICMO_5h
685,yb2GHfdSPuLzZpcXwgaryPOFTBN2-pnJDesAD7aIs2TrxkE,Bobspeed,199,169,89,2c8LzKo8P_6NS9lf47eQZou2rUlvWHEDb0jL6lSRmMY
686,yb47-WmYizztfsIGU1QtI8KHcA-2uIv-xiQPmaTGP3ad-hs,KuvoNA,169,174,98,0Z5Pd21C0PZcWiY55u2XIs5Fm8uBba7EEuXfLnA0-hHhNOw
687,ycCzl3WxSLcRj8F2M9DzoHLf-k1PsHPY-TLZgGwZdCdR_G4,ASTRALUNIVERSE82,171,141,189,edmwkUtZ5Z-CAL40PLo9hJVFhqY86DoWu7SGsMO-mBbgCA
688,ycKORENxwX0FeQ7EfyCQOrY6BcPH2Dr-zUu2wFlGZLYyYVI,xXBigNoobXx,70,49,151,uCZFAMgRuiEUF44hUrC_O__2zj5JJ-x4mev4-g2bYCNLq83ktDZq4INz
689,yhpQrPX5N2tox-7lcWVyxJcSCCb3ESvS987Y4wRFnUHEVoA,Eric Zhao,129,105,137,S4hqDubwOvk28y3jUJ8O4juYbTuNWPFVm5-KdtKbA6xbsxI
690,ysloT5gRE1uYX6GRyrCs9dG3Q603JeF_MIABrld-wBwFP5M,Jacob Goldstein,107,94,96,_fisEhfPECkWKFDhLgky3JX5wUk3yHCFBzNlxi_W0uyKowM
691,yti99k0F49DPwyLmq44dlSXUq4Z3MpvrMZltlDyUjWe48VM,smear,100,75,51,XGqdFK7PMsK7NyIVQ9bQC9IzcsL_I7E3gICoyC8r0Zo4kQ
692,zMvNCFa57CKrziqq7bl1my1fu9GJBCpjyfhMHElaxjn3OM8,twtvZaionlol,288,268,41,Fvj4RXaYdlO-Vbs0YGx8lrfaH2WH-3OSg6ut5ZxYvZE
693,zNVRxnF444gb53SFA9xUL7PmJ0HNu-3zlZEo_Mc2DrPZN54,Almighty Riven,157,143,38,eZzaigLgTHftOwM0M3kE9ST3GB_1vCEdWCWrKvtUknvHxw
694,zU-QNmLtDRprJEgvgKzFqvOCR15PhaQa2MPRnH0joFqKwZI,Profound Idiot,36,22,23,YH69tv_xrw1qSxVY2JxJs0vLqb2DTpVbHggs-cEZrrYfo3M
695,zUp5yqhyLJfYdFLNKwpz9T2mzw_OXwcYe-JYccubBK84pDQ,Pyroen,252,234,68,ks3VGpzfIqX-HDoZNv4-MM0kv_10SL44_SwLcfFCUeAvTg
696,zaPYpQycm7Q-nR0e3ZSFnQa66s3lBg3hrQOzg6TMc9U45cQ,petitpois facher,136,123,23,55eqX5IQcFvwiHRpkrJMAwvc3D_KHmFtlgP7OehXgHSu6Q
