,Lane,GameID,Champion
2106,TOP,3015854222,68
2107,BOTTOM,3015828030,236
2108,BOTTOM,3015843631,119
2109,BOTTOM,3015232426,222
2110,BOTTOM,3015684681,15
2111,TOP,3015644384,75
2112,TOP,3015623627,75
2113,TOP,3015544138,75
2114,BOTTOM,3015495068,15
2115,JUNGLE,3013564948,154
2116,JUNGLE,3013342932,145
2117,BOTTOM,3013295406,51
2118,BOTTOM,3013286483,119
2119,NONE,3012579083,154
2120,NONE,3016001406,7
2121,NONE,3015975211,55
2122,NONE,3015644002,131
2123,MID,3015634957,55
2124,MID,3015582395,55
2125,JUNGLE,3015572289,20
2126,JUNGLE,3015521252,20
2127,JUNGLE,3015439461,20
2128,JUNGLE,3015450693,20
2129,NONE,3015425525,20
2130,MID,3015766475,17
2131,BOTTOM,3015764961,89
2132,NONE,3015764113,72
2133,NONE,3015782602,131
2134,NONE,3015771314,26
2135,TOP,3014357427,8
2136,TOP,3013746457,84
2137,NONE,3013750403,80
2138,NONE,3013736371,39
2139,TOP,3009093460,518
2140,BOTTOM,3015994520,15
2141,BOTTOM,3015928183,18
2142,BOTTOM,3015910171,15
2143,BOTTOM,3015891783,202
2144,BOTTOM,3015848359,222
2145,TOP,3013501248,29
2146,NONE,3013497348,29
2147,BOTTOM,3013271007,29
2148,NONE,3013257644,29
2149,BOTTOM,3012468654,29
2150,BOTTOM,3015128816,429
2151,BOTTOM,3015105278,429
2152,BOTTOM,3011609528,145
2153,BOTTOM,3011200427,67
2154,MID,3011145070,81
2155,MID,3015906039,115
2156,BOTTOM,3015867984,412
2157,BOTTOM,3014294353,412
2158,BOTTOM,3014227953,412
2159,NONE,3014199386,51
2160,JUNGLE,3013575115,113
2161,JUNGLE,3012263766,203
2162,JUNGLE,3012262203,203
2163,JUNGLE,3012254724,113
2164,JUNGLE,3010556084,104
2165,TOP,3015973699,8
2166,BOTTOM,3015858667,81
2167,TOP,3015850405,518
2168,TOP,3015833594,150
2169,TOP,3015807419,518
2170,TOP,3014575927,266
2171,JUNGLE,3014543777,64
2172,TOP,3014340323,266
2173,TOP,3014332583,517
2174,TOP,3013811688,517
2175,TOP,3015068841,8
2176,BOTTOM,3015056031,67
2177,JUNGLE,3015042204,64
2178,JUNGLE,3015016112,64
2179,JUNGLE,3014997595,421
2180,MID,3015906022,81
2181,MID,3015880752,81
2182,MID,3015870890,81
2183,BOTTOM,3015564211,81
2184,BOTTOM,3015411543,81
2185,MID,3014457558,51
2186,BOTTOM,3014407613,51
2187,BOTTOM,3012669491,51
2188,BOTTOM,3012660562,45
2189,NONE,3010141223,114
2190,BOTTOM,3013647980,67
2191,BOTTOM,3013635509,498
2192,BOTTOM,3013642252,236
2193,BOTTOM,3010764555,498
2194,NONE,3010594827,89
2195,MID,3013135140,7
2196,MID,3010073115,134
2197,JUNGLE,3009078646,13
2198,NONE,3009065944,127
2199,MID,3008596102,39
2200,JUNGLE,3014463628,59
2201,JUNGLE,3014425048,59
2202,JUNGLE,3014375097,59
2203,MID,3014367578,1
2204,NONE,3014361558,59
2205,BOTTOM,3015091022,37
2206,BOTTOM,3015048988,37
2207,BOTTOM,3015056031,16
2208,BOTTOM,3014884371,1
2209,MID,3014782155,7
2210,MID,3015741726,222
2211,NONE,3015708970,517
2212,BOTTOM,3014267909,432
2213,BOTTOM,3014102370,555
2214,BOTTOM,3014091039,555
2215,NONE,3009920593,40
2216,MID,3009884220,55
2217,MID,3009854646,55
2218,NONE,3009825798,55
2219,NONE,3009809242,99
2220,TOP,3015977269,85
2221,NONE,3015982639,85
2222,NONE,3015946561,68
2223,TOP,3015655135,92
2224,TOP,3015623760,84
2225,BOTTOM,3015807419,222
2226,BOTTOM,3015804132,21
2227,NONE,3015802288,222
2228,NONE,3015800606,22
2229,NONE,3015778800,21
2230,TOP,3015656727,35
2231,NONE,3015642231,75
2232,NONE,3015616249,15
2233,NONE,3015620542,79
2234,MID,3015580120,2
2235,NONE,3015453296,3
2236,NONE,3015426565,43
2237,NONE,3015402179,267
2238,NONE,3015325811,91
2239,BOTTOM,3015252783,3
2240,TOP,3015729546,24
2241,BOTTOM,3015715112,67
2242,BOTTOM,3015698661,81
2243,BOTTOM,3015691670,81
2244,BOTTOM,3015652330,81
2245,NONE,3014646626,267
2246,BOTTOM,3014607953,267
2247,BOTTOM,3014568635,267
2248,BOTTOM,3013802448,117
2249,BOTTOM,3013786103,201
2250,TOP,3015502634,99
2251,BOTTOM,3015336620,37
2252,NONE,3014520916,222
2253,BOTTOM,3014477791,222
2254,BOTTOM,3014399096,222
2255,JUNGLE,3015578416,120
2256,JUNGLE,3015547908,121
2257,TOP,3012786192,96
2258,NONE,3012785569,13
2259,JUNGLE,3012765809,121
2260,MID,3013458777,90
2261,MID,3012624762,90
2262,MID,3012605764,25
2263,BOTTOM,3011691756,145
2264,BOTTOM,3011674585,67
2265,JUNGLE,3015050374,107
2266,NONE,3014156547,91
2267,NONE,3014132747,105
2268,JUNGLE,3014116870,121
2269,JUNGLE,3014005679,36
2270,BOTTOM,3015770752,3
2271,MID,3015747216,43
2272,MID,3015744359,201
2273,NONE,3015741391,43
2274,MID,3015665017,25
2275,NONE,3010087899,497
2276,BOTTOM,3010072091,9
2277,BOTTOM,3009309233,12
2278,NONE,3007717575,497
2279,BOTTOM,3007697423,43
2280,TOP,3015719583,83
2281,TOP,3015704657,83
2282,TOP,3015677212,83
2283,MID,3015649118,83
2284,TOP,3015629550,83
2285,TOP,3014425532,39
2286,TOP,3014397751,92
2287,MID,3012516233,92
2288,TOP,3009828617,92
2289,TOP,3009820036,92
2290,BOTTOM,3015679176,9
2291,NONE,3015683862,497
2292,TOP,3015667089,497
2293,MID,3015638450,45
2294,BOTTOM,3015568134,236
2295,NONE,3015906155,92
2296,NONE,3015882340,29
2297,NONE,3015249783,15
2298,BOTTOM,3015218983,15
2299,NONE,3015205962,69
2300,TOP,3015926665,34
2301,MID,3015253371,34
2302,BOTTOM,3015226085,34
2303,NONE,3015221050,34
2304,TOP,3015195591,34
2305,NONE,3015022553,15
2306,NONE,3014239122,203
2307,JUNGLE,3014087918,64
2308,JUNGLE,3013692447,30
2309,JUNGLE,3013677222,421
2310,NONE,3015891454,120
2311,BOTTOM,3015864384,15
2312,BOTTOM,3015749923,145
2313,NONE,3015423956,6
2314,NONE,3015399112,6
2315,JUNGLE,3015223949,120
2316,JUNGLE,3015216476,203
2317,BOTTOM,3015201175,22
2318,JUNGLE,3015175087,120
2319,JUNGLE,3013622936,59
2320,TOP,3014324320,85
2321,TOP,3014197358,85
2322,NONE,3014214962,85
2323,MID,3014192577,63
2324,MID,3014200284,78
2325,MID,3015671516,238
2326,JUNGLE,3015644660,120
2327,JUNGLE,3015591428,203
2328,BOTTOM,3015549076,267
2329,TOP,3015478800,240
2330,JUNGLE,3013754679,421
2331,JUNGLE,3013219153,30
2332,JUNGLE,3012215175,30
2333,JUNGLE,3011021418,120
2334,JUNGLE,3010999911,120
2335,NONE,3015771875,3
2336,NONE,3015770773,42
2337,NONE,3015759979,161
2338,TOP,3015747769,67
2339,MID,3015755422,61
2340,NONE,3014375445,107
2341,TOP,3014357085,107
2342,TOP,3014266365,107
2343,TOP,3014240679,107
2344,NONE,3013564870,4
2345,MID,3015913221,161
2346,MID,3015885963,161
2347,MID,3015858296,161
2348,MID,3015870479,161
2349,MID,3015825346,161
2350,NONE,3014383307,60
2351,JUNGLE,3014354689,141
2352,JUNGLE,3014328153,421
2353,NONE,3014333968,104
2354,JUNGLE,3008768402,421
2355,TOP,3008707856,17
2356,TOP,3008700468,85
2357,TOP,3008674385,17
2358,TOP,3008657249,17
2359,MID,3008637474,17
2360,NONE,3015998460,145
2361,MID,3015980969,35
2362,MID,3015945734,22
2363,BOTTOM,3015543703,145
2364,BOTTOM,3015501324,145
2365,MID,3014526274,10
2366,MID,3014396570,42
2367,MID,3014085019,13
2368,MID,3014045575,13
2369,MID,3014015610,13
2370,MID,3015970268,67
2371,TOP,3015960891,92
2372,TOP,3015913338,114
2373,BOTTOM,3015886545,55
2374,JUNGLE,3015869694,107
2375,TOP,3015993407,39
2376,TOP,3015858667,55
2377,MID,3015853484,58
2378,BOTTOM,3015606886,15
2379,BOTTOM,3015575225,55
2380,BOTTOM,3014076098,202
2381,NONE,3014091527,202
2382,BOTTOM,3014042543,202
2383,NONE,3014025988,202
2384,TOP,3013960483,83
2385,JUNGLE,3015932030,59
2386,JUNGLE,3015884318,59
2387,JUNGLE,3015867310,59
2388,JUNGLE,3015870947,421
2389,JUNGLE,3015826901,120
2390,BOTTOM,3015879993,43
2391,NONE,3015856065,7
2392,BOTTOM,3015850405,16
2393,NONE,3015842490,412
2394,BOTTOM,3015807419,81
2395,TOP,3015956934,86
2396,TOP,3015442294,86
2397,TOP,3015422673,86
2398,TOP,3015385256,86
2399,TOP,3015362644,86
2400,NONE,3015296174,92
2401,NONE,3015291928,38
2402,TOP,3015056306,142
2403,NONE,3015063583,254
2404,NONE,3010914636,6
2405,BOTTOM,3015782780,25
2406,BOTTOM,3015737160,37
2407,BOTTOM,3015731788,16
2408,BOTTOM,3015717354,37
2409,NONE,3015723110,25
2410,MID,3015680110,78
2411,NONE,3015047922,126
2412,TOP,3015063956,8
2413,MID,3015038034,8
2414,TOP,3015010737,142
2415,BOTTOM,3014908620,25
2416,NONE,3014609706,67
2417,MID,3014559553,25
2418,BOTTOM,3014528015,145
2419,BOTTOM,3014466871,89
2420,JUNGLE,3015606886,120
2421,JUNGLE,3015572289,76
2422,JUNGLE,3015531288,154
2423,JUNGLE,3015510169,120
2424,TOP,3014998088,76
2425,TOP,3015889734,75
2426,TOP,3015879993,75
2427,BOTTOM,3015864790,75
2428,TOP,3015848000,24
2429,NONE,3015825722,75
2430,BOTTOM,3015429493,89
2431,BOTTOM,3015411060,89
2432,NONE,3015385732,89
2433,BOTTOM,3015357932,89
2434,BOTTOM,3014571187,89
2435,TOP,3015148489,164
2436,BOTTOM,3015143598,53
2437,JUNGLE,3015119324,24
2438,TOP,3015124924,164
2439,TOP,3015122622,114
2440,MID,3015717413,267
2441,BOTTOM,3014998966,201
2442,BOTTOM,3013730095,12
2443,NONE,3013687272,20
2444,BOTTOM,3013529690,201
2445,BOTTOM,3015911245,67
2446,NONE,3015908552,236
2447,BOTTOM,3015878912,236
2448,MID,3015862733,236
2449,BOTTOM,3015837295,18
2450,MID,3015641000,55
2451,NONE,3015614014,102
2452,MID,3015603411,238
2453,BOTTOM,3015553192,145
2454,JUNGLE,3015336910,107
2455,JUNGLE,3015665017,121
2456,JUNGLE,3015456735,64
2457,JUNGLE,3015426211,64
2458,JUNGLE,3015410044,77
2459,NONE,3015319805,498
2460,MID,3015707667,90
2461,NONE,3015714185,55
2462,MID,3015700152,134
2463,NONE,3015695618,34
2464,NONE,3015690936,518
2465,NONE,3015856065,85
2466,NONE,3015861594,8
2467,JUNGLE,3015846686,497
2468,TOP,3015833179,8
2469,MID,3015525895,13
2470,BOTTOM,3015813639,145
2471,BOTTOM,3015811179,201
2472,BOTTOM,3015789204,25
2473,BOTTOM,3015767932,40
2474,BOTTOM,3015750014,412
2475,NONE,3015525429,67
2476,BOTTOM,3015495165,145
2477,BOTTOM,3014515921,145
2478,NONE,3014160617,119
2479,BOTTOM,3014137998,67
2480,NONE,3015939916,432
2481,BOTTOM,3015932030,432
2482,BOTTOM,3014392273,432
2483,BOTTOM,3014346217,432
2484,BOTTOM,3014360827,432
2485,BOTTOM,3012479645,518
2486,BOTTOM,3012480935,518
2487,BOTTOM,3011995919,518
2488,BOTTOM,3011941846,518
2489,MID,3011859693,518
2490,MID,3015480157,53
2491,BOTTOM,3015440991,555
2492,BOTTOM,3015403594,412
2493,BOTTOM,3015357264,117
2494,NONE,3015361999,40
2495,MID,3015889734,157
2496,TOP,3015882284,142
2497,NONE,3013259218,240
2498,MID,3012699683,13
2499,NONE,3012694725,163
2500,TOP,3015705748,17
2501,TOP,3015678270,17
2502,TOP,3015669762,17
2503,NONE,3015653794,17
2504,BOTTOM,3015634744,223
2505,JUNGLE,3013489012,141
2506,JUNGLE,3013338070,64
2507,JUNGLE,3013299722,11
2508,JUNGLE,3013301392,141
2509,JUNGLE,3012273383,5
2510,BOTTOM,3015255677,142
2511,BOTTOM,3015069886,37
2512,BOTTOM,3015047608,201
2513,BOTTOM,3015064550,267
2514,NONE,3015052598,37
2515,MID,3011787173,238
2516,NONE,3010826346,517
2517,NONE,3010832053,517
2518,MID,3010784710,163
2519,TOP,3010519330,126
2520,NONE,3010756042,25
2521,BOTTOM,3010761765,25
2522,BOTTOM,3010747935,25
2523,BOTTOM,3010735316,267
2524,BOTTOM,3010723387,25
2525,NONE,3015766190,120
2526,MID,3015062398,75
2527,NONE,3015060294,43
2528,NONE,3015037322,110
2529,NONE,3015024213,27
2530,TOP,3012435254,17
2531,TOP,3012410809,17
2532,TOP,3012404929,17
2533,NONE,3012401848,17
2534,TOP,3012357962,17
2535,NONE,3015942174,245
2536,MID,3015924199,245
2537,TOP,3015808320,245
2538,JUNGLE,3015482404,121
2539,MID,3015163781,245
2540,MID,3014998293,103
2541,MID,3014991035,84
2542,MID,3014594015,112
2543,MID,3014571187,7
2544,BOTTOM,3014497124,25
2545,BOTTOM,3015043997,81
2546,JUNGLE,3014781788,92
2547,TOP,3014588334,92
2548,TOP,3014495175,92
2549,MID,3014485371,92
2550,MID,3015992914,55
2551,BOTTOM,3015955286,145
2552,BOTTOM,3015917919,67
2553,BOTTOM,3015921396,67
2554,BOTTOM,3015885940,67
2555,JUNGLE,3015530703,254
2556,MID,3015096275,29
2557,BOTTOM,3015084925,555
2558,JUNGLE,3013612368,39
2559,JUNGLE,3013591749,59
2560,NONE,3015766111,59
2561,JUNGLE,3015783824,421
2562,JUNGLE,3015762655,59
2563,JUNGLE,3015760499,421
2564,JUNGLE,3015757306,421
2565,JUNGLE,3015596317,113
2566,JUNGLE,3015378051,421
2567,JUNGLE,3013795576,59
2568,JUNGLE,3012598518,113
2569,NONE,3012591713,72
2570,TOP,3015105278,17
2571,TOP,3015100405,17
2572,MID,3015072301,143
2573,NONE,3014218992,68
2574,NONE,3014206865,51
2575,BOTTOM,3009867463,498
2576,MID,3009828617,42
2577,MID,3009820036,81
2578,NONE,3009791149,498
2579,MID,3009781190,101
2580,MID,3014333165,42
2581,BOTTOM,3014294329,22
2582,BOTTOM,3014267909,67
2583,BOTTOM,3014263256,81
2584,JUNGLE,3013677512,254
2585,NONE,3007908060,119
2586,BOTTOM,3007894183,119
2587,BOTTOM,3007910653,119
2588,BOTTOM,3007779741,30
2589,MID,3007739420,119
2590,NONE,3015976417,238
2591,NONE,3015990905,142
2592,JUNGLE,3015964218,20
2593,MID,3015680110,69
2594,MID,3015642083,69
2595,MID,3015885963,76
2596,TOP,3015868938,76
2597,TOP,3015870947,76
2598,TOP,3015846896,76
2599,JUNGLE,3015823110,76
2600,MID,3014100155,555
2601,NONE,3014094402,84
2602,TOP,3013525211,8
2603,NONE,3013510569,555
2604,MID,3013471513,555
2605,MID,3015794547,91
2606,JUNGLE,3015512971,121
2607,TOP,3015430838,14
2608,MID,3015276191,91
2609,MID,3015247006,91
2610,JUNGLE,3015979512,141
2611,NONE,3015969292,24
2612,JUNGLE,3015953639,24
2613,JUNGLE,3015917100,64
2614,JUNGLE,3015886743,24
2615,TOP,3015901955,84
2616,MID,3015873527,84
2617,BOTTOM,3015629550,555
2618,BOTTOM,3015182723,267
2619,BOTTOM,3014901167,145
2620,BOTTOM,3013577776,236
2621,MID,3013566130,39
2622,BOTTOM,3013573771,51
2623,NONE,3013572071,51
2624,BOTTOM,3013548588,81
2625,MID,3010932875,142
2626,MID,3010656738,84
2627,MID,3010630232,10
2628,MID,3010458719,142
2629,NONE,3010470890,4
2630,BOTTOM,3015879993,412
2631,BOTTOM,3015864790,412
2632,BOTTOM,3013323112,412
2633,NONE,3013340141,497
2634,BOTTOM,3013283896,201
2635,MID,3015241676,13
2636,NONE,3015205850,91
2637,TOP,3014991035,39
2638,MID,3014323752,8
2639,MID,3014307922,518
2640,NONE,3015155085,145
2641,BOTTOM,3015104016,145
2642,BOTTOM,3014453724,236
2643,BOTTOM,3014354920,222
2644,BOTTOM,3014274628,15
2645,JUNGLE,3015893196,121
2646,BOTTOM,3015867310,15
2647,TOP,3015797821,31
2648,JUNGLE,3015804132,77
2649,NONE,3015802288,77
2650,NONE,3014643658,69
2651,TOP,3014605465,420
2652,TOP,3014567720,96
2653,JUNGLE,3014529683,54
2654,MID,3014522085,59
2655,BOTTOM,3014502739,18
2656,BOTTOM,3013796406,96
2657,NONE,3012517127,18
2658,BOTTOM,3012245847,37
2659,MID,3012231266,142
2660,NONE,3011849761,2
2661,NONE,3011783458,2
2662,JUNGLE,3011705262,2
2663,JUNGLE,3011674400,2
2664,JUNGLE,3011598150,2
2665,JUNGLE,3012717861,59
2666,JUNGLE,3012731252,59
2667,TOP,3012703232,54
2668,NONE,3012678278,64
2669,JUNGLE,3012650331,59
2670,BOTTOM,3015198153,67
2671,BOTTOM,3015212241,69
2672,NONE,3015153563,110
2673,TOP,3013595557,85
2674,BOTTOM,3013613426,110
2675,BOTTOM,3015665017,412
2676,BOTTOM,3014899042,412
2677,BOTTOM,3014900945,412
2678,MID,3013538983,517
2679,BOTTOM,3013544422,429
2680,JUNGLE,3015030215,421
2681,NONE,3015004964,120
2682,JUNGLE,3010588841,203
2683,NONE,3010582449,203
2684,JUNGLE,3010519330,203
2685,NONE,3013597528,20
2686,TOP,3013613426,412
2687,JUNGLE,3013602510,5
2688,NONE,3013611479,32
2689,JUNGLE,3013588111,120
2690,BOTTOM,3013954850,143
2691,BOTTOM,3013943572,267
2692,BOTTOM,3013893806,267
2693,BOTTOM,3013864994,25
2694,NONE,3013848533,267
2695,TOP,3015972163,114
2696,TOP,3015963198,84
2697,TOP,3015885963,84
2698,MID,3015839412,69
2699,BOTTOM,3015824674,122
2700,NONE,3015801173,43
2701,TOP,3015196573,112
2702,NONE,3015211920,16
2703,BOTTOM,3015165194,16
2704,BOTTOM,3014501847,43
2705,BOTTOM,3015587210,163
2706,TOP,3015094396,92
2707,TOP,3014997868,92
2708,JUNGLE,3014991035,40
2709,TOP,3014883432,92
2710,JUNGLE,3015992914,59
2711,TOP,3015951595,6
2712,TOP,3015932030,6
2713,JUNGLE,3015893196,20
2714,JUNGLE,3015867984,64
2715,MID,3015940938,40
2716,NONE,3015931831,51
2717,NONE,3015908632,13
2718,NONE,3015894796,81
2719,NONE,3015880858,76
2720,NONE,3015242260,412
2721,NONE,3014661157,38
2722,NONE,3014584960,29
2723,BOTTOM,3014274628,99
2724,MID,3014269959,161
2725,JUNGLE,3015819972,64
2726,BOTTOM,3015807153,12
2727,JUNGLE,3015539300,59
2728,NONE,3015435932,12
2729,BOTTOM,3015386669,12
2730,BOTTOM,3014796828,67
2731,TOP,3014626549,24
2732,TOP,3014594224,24
2733,JUNGLE,3014242757,120
2734,TOP,3014067063,31
2735,TOP,3013697307,54
2736,TOP,3013485928,24
2737,NONE,3013489816,6
2738,BOTTOM,3012469631,40
2739,NONE,3006114824,429
2740,NONE,3014317378,119
2741,NONE,3014330960,119
2742,BOTTOM,3014290240,498
2743,TOP,3014227953,67
2744,BOTTOM,3013788361,15
2745,NONE,3014264630,114
2746,NONE,3014260895,14
2747,NONE,3014248109,39
2748,NONE,3014150816,78
2749,NONE,3014108413,40
2750,BOTTOM,3015454952,98
2751,NONE,3015433243,98
2752,BOTTOM,3015406414,98
2753,BOTTOM,3015375956,98
2754,BOTTOM,3015349432,98
2755,NONE,3015739610,67
2756,BOTTOM,3015756048,202
2757,BOTTOM,3015742948,145
2758,BOTTOM,3015708650,67
2759,TOP,3015550982,240
2760,TOP,3015809384,122
2761,TOP,3015816583,58
2762,TOP,3015803382,58
2763,JUNGLE,3015800759,58
2764,TOP,3015789204,58
2765,NONE,3015521138,131
2766,NONE,3015505580,74
2767,NONE,3015509840,412
2768,MID,3015462825,51
2769,NONE,3015423619,518
2770,NONE,3015969292,245
2771,MID,3015919574,8
2772,MID,3015700167,127
2773,MID,3015683235,245
2774,MID,3015511779,245
2775,NONE,3015689690,16
2776,NONE,3015694650,44
2777,MID,3015667331,99
2778,NONE,3014430366,267
2779,BOTTOM,3014413074,96
2780,JUNGLE,3014993859,20
2781,JUNGLE,3013617567,20
2782,JUNGLE,3013606031,20
2783,JUNGLE,3013594406,20
2784,JUNGLE,3013252292,20
2785,MID,3015762820,142
2786,MID,3015760499,517
2787,NONE,3015748622,134
2788,TOP,3015744893,10
2789,TOP,3014148511,10
2790,NONE,3015766111,85
2791,TOP,3015784138,85
2792,MID,3015782636,85
2793,TOP,3015760499,85
2794,MID,3015756048,85
2795,JUNGLE,3016011101,120
2796,JUNGLE,3015974488,421
2797,JUNGLE,3015965539,120
2798,JUNGLE,3015917945,121
2799,TOP,3015909882,2
2800,BOTTOM,3015688229,127
2801,TOP,3015658949,24
2802,MID,3015652287,238
2803,JUNGLE,3015625619,42
2804,MID,3015588298,134
2805,TOP,3016019932,92
2806,TOP,3015982920,24
2807,TOP,3015956228,24
2808,TOP,3015584998,92
2809,TOP,3015438451,164
2810,JUNGLE,3015960563,107
2811,JUNGLE,3015911670,107
2812,JUNGLE,3015882284,141
2813,JUNGLE,3015666874,141
2814,JUNGLE,3015632707,107
2815,MID,3015953639,99
2816,MID,3015775011,99
2817,MID,3015782636,99
2818,MID,3015761531,99
2819,NONE,3015760125,99
2820,MID,3016011101,45
2821,MID,3015330233,45
2822,MID,3014348773,45
2823,BOTTOM,3014229326,45
2824,NONE,3013818967,74
2825,MID,3015986182,38
2826,MID,3015956503,105
2827,NONE,3015952511,114
2828,BOTTOM,3015935326,81
2829,BOTTOM,3015718847,267
2830,TOP,3015573614,31
2831,TOP,3015536778,91
2832,TOP,3015519632,145
2833,NONE,3015294398,127
2834,NONE,3015300026,112
2835,NONE,3015682647,107
2836,TOP,3015664459,107
2837,TOP,3014996931,266
2838,NONE,3014291776,84
2839,TOP,3014267760,266
2840,TOP,3015773121,39
2841,TOP,3015780859,39
2842,TOP,3015747216,126
2843,MID,3015754252,238
2844,JUNGLE,3015729546,59
2845,MID,3014022705,26
2846,TOP,3013992574,157
2847,NONE,3013956110,163
2848,NONE,3013948186,96
2849,BOTTOM,3012539150,145
2850,JUNGLE,3015598236,80
2851,JUNGLE,3015545652,80
2852,MID,3015515730,80
2853,NONE,3015452511,80
2854,MID,3015406414,80
2855,MID,3015095168,69
2856,MID,3015074366,69
2857,NONE,3015082795,69
2858,MID,3014254561,69
2859,JUNGLE,3014239449,72
2860,BOTTOM,3015963198,81
2861,MID,3015917100,51
2862,BOTTOM,3015909882,236
2863,BOTTOM,3015864790,236
2864,BOTTOM,3015828617,236
2865,NONE,3015800606,35
2866,NONE,3015778800,55
2867,JUNGLE,3015777226,131
2868,NONE,3015359076,112
2869,JUNGLE,3015343789,99
2870,NONE,3013375953,50
2871,MID,3013194604,268
2872,TOP,3013170734,48
2873,MID,3012602228,268
2874,MID,3012574078,61
2875,MID,3015748919,150
2876,MID,3015749923,150
2877,JUNGLE,3015724854,266
2878,TOP,3015651049,150
2879,NONE,3015550191,23
2880,NONE,3014884621,74
2881,BOTTOM,3009500104,74
2882,MID,3009441986,74
2883,NONE,3009365198,74
2884,TOP,3008847725,74
2885,NONE,3015386958,98
2886,BOTTOM,3015349623,98
2887,BOTTOM,3015351367,555
2888,NONE,3015336735,555
2889,BOTTOM,3015297302,555
2890,TOP,3014449959,23
2891,TOP,3013881535,23
2892,TOP,3013528481,23
2893,NONE,3012344691,23
2894,MID,3011544443,23
2895,TOP,3015788623,120
2896,NONE,3015768192,120
2897,BOTTOM,3015765925,15
2898,TOP,3015756048,39
2899,MID,3015742948,2
2900,MID,3013217767,245
2901,MID,3011545794,245
2902,MID,3011542306,245
2903,NONE,3010757410,121
2904,MID,3009137251,245
2905,BOTTOM,3015999992,25
2906,BOTTOM,3015982920,53
2907,BOTTOM,3015956228,412
2908,BOTTOM,3015939297,412
2909,BOTTOM,3015911670,222
2910,TOP,3014892038,54
2911,BOTTOM,3014535145,222
2912,JUNGLE,3014496023,42
2913,NONE,3014375445,42
2914,NONE,3014361558,222
2915,JUNGLE,3012627919,421
2916,NONE,3012621249,9
2917,JUNGLE,3012611735,64
2918,JUNGLE,3012562524,59
2919,JUNGLE,3012554219,421
2920,TOP,3015957427,80
2921,NONE,3015939916,80
2922,TOP,3014365861,80
2923,TOP,3014327277,80
2924,TOP,3014332716,80
2925,BOTTOM,3014017588,110
2926,NONE,3014019789,15
2927,BOTTOM,3013978879,222
2928,BOTTOM,3013715283,498
2929,BOTTOM,3012230754,25
2930,BOTTOM,3015593321,25
2931,TOP,3015425752,55
2932,NONE,3015421598,61
2933,TOP,3015372952,202
2934,BOTTOM,3015357212,37
2935,BOTTOM,3015902321,498
2936,BOTTOM,3015741726,38
2937,NONE,3015708970,51
2938,NONE,3015705353,42
2939,NONE,3015721798,222
2940,MID,3015768279,84
2941,BOTTOM,3015776342,145
2942,BOTTOM,3015784688,145
2943,MID,3015757313,84
2944,NONE,3015754308,84
2945,JUNGLE,3015826609,121
2946,JUNGLE,3015821294,121
2947,NONE,3015799460,24
2948,BOTTOM,3015805425,15
2949,JUNGLE,3015150130,121
2950,TOP,3015971690,126
2951,TOP,3015944603,10
2952,NONE,3015938913,92
2953,MID,3015932993,142
2954,BOTTOM,3015897145,432
2955,NONE,3015739610,41
2956,JUNGLE,3015756048,114
2957,TOP,3015742948,240
2958,TOP,3015708650,157
2959,TOP,3015679176,240
2960,NONE,3015831885,8
2961,NONE,3014356632,15
2962,JUNGLE,3013617470,421
2963,BOTTOM,3013590915,412
2964,TOP,3013579139,39
2965,JUNGLE,3015663930,120
2966,JUNGLE,3015614902,64
2967,NONE,3015573495,96
2968,NONE,3014901466,104
2969,TOP,3014792964,120
2970,TOP,3015046755,27
2971,NONE,3015044587,11
2972,NONE,3015061356,240
2973,TOP,3015003354,25
2974,NONE,3014272668,39
2975,JUNGLE,3015518446,141
2976,JUNGLE,3015478619,141
2977,NONE,3015445666,141
2978,MID,3015426638,38
2979,NONE,3015402179,59
2980,BOTTOM,3015955286,40
2981,NONE,3013762911,10
2982,BOTTOM,3013737508,40
2983,BOTTOM,3013721790,40
2984,NONE,3013357676,25
2985,BOTTOM,3015531030,12
2986,BOTTOM,3015502944,267
2987,NONE,3014661842,89
2988,BOTTOM,3014569557,89
2989,BOTTOM,3014536362,12
2990,MID,3016001677,69
2991,MID,3015974488,69
2992,MID,3015945968,69
2993,NONE,3015951342,10
2994,NONE,3015936875,145
2995,MID,3013146236,68
2996,MID,3013162665,68
2997,MID,3013139623,68
2998,BOTTOM,3012084219,101
2999,MID,3012072026,134
3000,MID,3015979405,142
3001,MID,3015972163,8
3002,BOTTOM,3015963198,498
3003,TOP,3015773822,102
3004,NONE,3015763366,34
3005,MID,3015522921,58
3006,NONE,3015504066,115
3007,BOTTOM,3015362644,236
3008,JUNGLE,3015288122,79
3009,NONE,3015044756,28
3010,TOP,3012384296,85
3011,MID,3010155759,13
3012,NONE,3010149523,41
3013,TOP,3010140898,13
3014,TOP,3009793376,120
3015,MID,3016011101,26
3016,BOTTOM,3015889734,26
3017,BOTTOM,3015854222,26
3018,BOTTOM,3015203441,26
3019,MID,3013241097,26
3020,TOP,3009958965,10
3021,TOP,3009946542,10
3022,TOP,3009954061,10
3023,TOP,3009925571,10
3024,TOP,3009888034,10
3025,BOTTOM,3015729425,40
3026,TOP,3015703380,92
3027,TOP,3015678580,126
3028,TOP,3015680110,517
3029,BOTTOM,3015642083,44
3030,TOP,3015586879,27
3031,TOP,3015556476,54
3032,JUNGLE,3015423310,27
3033,BOTTOM,3015393296,27
