,Lane,GameID,Champion
3034,TOP,3015346771,27
3035,MID,3015906549,163
3036,MID,3014889764,69
3037,MID,3011268990,163
3038,MID,3011261328,163
3039,MID,3011212265,142
3040,TOP,3012481234,39
3041,MID,3011928973,84
3042,NONE,3011727546,429
3043,MID,3011600734,84
3044,NONE,3009293044,61
3045,JUNGLE,3014103978,120
3046,JUNGLE,3014088584,60
3047,BOTTOM,3014041870,110
3048,BOTTOM,3014022737,145
3049,MID,3013978138,51
3050,BOTTOM,3015564209,44
3051,BOTTOM,3015518446,555
3052,BOTTOM,3015478619,555
3053,BOTTOM,3015460532,497
3054,NONE,3015444265,555
3055,MID,3015639227,157
3056,NONE,3015623594,157
3057,JUNGLE,3015592423,64
3058,JUNGLE,3015430110,2
3059,JUNGLE,3015380863,120
3060,BOTTOM,3015894112,145
3061,BOTTOM,3015867584,67
3062,BOTTOM,3015870479,222
3063,BOTTOM,3014998088,145
3064,BOTTOM,3014979870,18
3065,JUNGLE,3015994520,92
3066,JUNGLE,3015955286,64
3067,JUNGLE,3015937622,107
3068,NONE,3015720745,203
3069,NONE,3015696208,203
3070,MID,3015522494,103
3071,NONE,3015515442,25
3072,TOP,3015467584,163
3073,NONE,3015045901,412
3074,NONE,3015053734,103
3075,TOP,3013765955,84
3076,TOP,3013719281,84
3077,TOP,3013714068,39
3078,TOP,3012504460,126
3079,TOP,3009619837,84
3080,MID,3015976294,39
3081,TOP,3015722304,114
3082,JUNGLE,3015677212,6
3083,TOP,3015610929,120
3084,TOP,3015568851,114
3085,NONE,3015745380,142
3086,TOP,3015502634,121
3087,BOTTOM,3015483511,555
3088,NONE,3015448484,119
3089,NONE,3015372931,555
3090,NONE,3012673594,412
3091,JUNGLE,3012598178,497
3092,NONE,3012591713,3
3093,NONE,3012570145,26
3094,BOTTOM,3012550049,497
3095,MID,3015782636,238
3096,MID,3015780993,55
3097,NONE,3015739610,55
3098,MID,3015756048,7
3099,MID,3015742948,105
3100,NONE,3015396623,432
3101,TOP,3015354166,18
3102,MID,3015333732,145
3103,BOTTOM,3014668271,236
3104,BOTTOM,3014604056,21
3105,JUNGLE,3013467169,203
3106,JUNGLE,3013418146,203
3107,JUNGLE,3013409003,203
3108,NONE,3013392514,121
3109,TOP,3010100337,203
3110,JUNGLE,3015970689,30
3111,JUNGLE,3015961413,59
3112,JUNGLE,3015913221,203
3113,JUNGLE,3015641000,30
3114,JUNGLE,3015544667,203
3115,BOTTOM,3016019932,12
3116,BOTTOM,3015959917,25
3117,BOTTOM,3015652633,43
3118,BOTTOM,3015622500,555
3119,BOTTOM,3015450693,25
3120,BOTTOM,3015980821,21
3121,BOTTOM,3015964218,21
3122,BOTTOM,3015894112,21
3123,NONE,3015879694,81
3124,NONE,3015856065,21
3125,JUNGLE,3015782780,64
3126,JUNGLE,3015288997,60
3127,BOTTOM,3015292526,67
3128,JUNGLE,3015213721,421
3129,JUNGLE,3015077845,60
3130,BOTTOM,3014108453,81
3131,BOTTOM,3014103978,145
3132,BOTTOM,3014088584,67
3133,NONE,3014077698,67
3134,BOTTOM,3014089816,145
3135,MID,3015487162,222
3136,MID,3015446640,39
3137,MID,3015429879,222
3138,NONE,3015339079,104
3139,BOTTOM,3015320730,55
3140,NONE,3014339366,429
3141,BOTTOM,3012688643,37
3142,BOTTOM,3012526028,117
3143,BOTTOM,3012498450,12
3144,JUNGLE,3012483715,67
3145,TOP,3015987615,31
3146,TOP,3015638450,24
3147,TOP,3015598236,24
3148,TOP,3015580105,24
3149,JUNGLE,3015505414,120
3150,BOTTOM,3015959917,51
3151,BOTTOM,3015923134,51
3152,BOTTOM,3015906039,18
3153,BOTTOM,3015547908,15
3154,BOTTOM,3015291636,51
3155,JUNGLE,3015511771,64
3156,JUNGLE,3015483511,59
3157,JUNGLE,3015442294,421
3158,NONE,3015426565,421
3159,NONE,3015402179,517
3160,JUNGLE,3014327885,24
3161,JUNGLE,3014320082,64
3162,JUNGLE,3014303265,30
3163,NONE,3014269565,121
3164,JUNGLE,3013960483,517
3165,JUNGLE,3013219573,106
3166,JUNGLE,3013213778,106
3167,JUNGLE,3013178930,106
3168,JUNGLE,3013192925,106
3169,JUNGLE,3013158055,106
3170,MID,3015259007,103
3171,MID,3015270820,84
3172,BOTTOM,3015223949,222
3173,MID,3015206636,7
3174,TOP,3015210506,84
3175,JUNGLE,3016019932,154
3176,JUNGLE,3015972163,154
3177,JUNGLE,3015440991,154
3178,MID,3015264187,45
3179,JUNGLE,3014795609,154
3180,JUNGLE,3015634109,76
3181,NONE,3015598267,76
3182,MID,3015600690,42
3183,BOTTOM,3015537611,25
3184,BOTTOM,3015388498,67
3185,NONE,3015456225,145
3186,TOP,3015427901,8
3187,NONE,3015402637,13
3188,TOP,3015385256,266
3189,NONE,3015372931,245
3190,BOTTOM,3015992914,81
3191,TOP,3015535594,103
3192,NONE,3015520856,22
3193,MID,3015287202,13
3194,NONE,3015301408,67
3195,TOP,3015647063,10
3196,NONE,3015640272,518
3197,JUNGLE,3015622339,29
3198,TOP,3015600600,67
3199,NONE,3015299344,67
3200,MID,3015747216,101
3201,BOTTOM,3015731788,67
3202,BOTTOM,3015726363,67
3203,BOTTOM,3015720631,67
3204,BOTTOM,3015664580,67
3205,JUNGLE,3013357182,30
3206,JUNGLE,3011245608,30
3207,NONE,3011208256,30
3208,JUNGLE,3007040502,5
3209,JUNGLE,3007008505,141
3210,NONE,3015976417,120
3211,JUNGLE,3015947113,59
3212,TOP,3015694425,107
3213,JUNGLE,3015646628,421
3214,JUNGLE,3015638727,421
3215,MID,3015634744,134
3216,MID,3015585559,7
3217,MID,3015572289,238
3218,TOP,3015518446,126
3219,TOP,3014764467,39
3220,JUNGLE,3014596534,20
3221,NONE,3014291776,203
3222,JUNGLE,3014267760,203
3223,MID,3014253365,67
3224,JUNGLE,3014124670,427
3225,JUNGLE,3015833594,30
3226,TOP,3015351367,518
3227,NONE,3015336735,518
3228,MID,3015287644,518
3229,TOP,3015290323,134
3230,BOTTOM,3015997718,15
3231,JUNGLE,3015959089,102
3232,BOTTOM,3015941315,16
3233,MID,3015923134,16
3234,BOTTOM,3015906039,16
3235,NONE,3014158471,25
3236,NONE,3014137499,25
3237,TOP,3014135130,54
3238,NONE,3014143465,11
3239,NONE,3012678896,11
3240,MID,3015219227,122
3241,NONE,3014281264,122
3242,TOP,3014276474,122
3243,TOP,3014262160,68
3244,MID,3013945217,223
3245,MID,3015780557,112
3246,JUNGLE,3015758831,80
3247,TOP,3015736118,69
3248,BOTTOM,3015508712,22
3249,BOTTOM,3015491366,21
3250,NONE,3015475562,119
3251,NONE,3015470276,1
3252,NONE,3015435507,154
3253,TOP,3015419444,1
3254,JUNGLE,3015124591,203
3255,MID,3015015507,518
3256,TOP,3014996675,518
3257,BOTTOM,3014990026,518
3258,BOTTOM,3014769302,429
3259,JUNGLE,3014644417,20
3260,MID,3016011101,74
3261,NONE,3015863531,74
3262,MID,3015846686,74
3263,TOP,3015833179,74
3264,MID,3015752499,74
3265,MID,3015056031,41
3266,TOP,3015041849,41
3267,TOP,3015037032,41
3268,NONE,3015024016,13
3269,TOP,3014997595,13
3270,TOP,3015987054,74
3271,MID,3015901250,74
3272,MID,3015876122,74
3273,MID,3015852286,74
3274,MID,3015826289,74
3275,JUNGLE,3015756543,64
3276,JUNGLE,3015719283,114
3277,TOP,3015704075,39
3278,BOTTOM,3015676465,67
3279,BOTTOM,3015668716,51
3280,JUNGLE,3015999992,60
3281,JUNGLE,3015972163,421
3282,NONE,3015939916,60
3283,NONE,3015921537,60
3284,JUNGLE,3015846896,421
3285,JUNGLE,3015737098,64
3286,TOP,3015753351,126
3287,TOP,3015729425,126
3288,TOP,3015669943,126
3289,TOP,3015660583,10
3290,BOTTOM,3015878549,67
3291,BOTTOM,3014497124,67
3292,JUNGLE,3014351663,120
3293,NONE,3014316670,60
3294,JUNGLE,3014331619,427
3295,NONE,3013957312,114
3296,TOP,3013943572,92
3297,NONE,3013916428,39
3298,TOP,3010787917,92
3299,TOP,3010790591,92
3300,NONE,3015586378,141
3301,JUNGLE,3015556249,145
3302,JUNGLE,3015526302,64
3303,NONE,3015509220,121
3304,JUNGLE,3015468188,121
3305,BOTTOM,3015879993,96
3306,TOP,3015855269,114
3307,BOTTOM,3015838752,67
3308,BOTTOM,3015674484,498
3309,BOTTOM,3015593321,96
3310,JUNGLE,3015145858,203
3311,JUNGLE,3015140659,203
3312,JUNGLE,3013331886,203
3313,JUNGLE,3013294122,203
3314,JUNGLE,3012694225,60
3315,BOTTOM,3013873531,16
3316,TOP,3013845750,54
3317,NONE,3013807221,421
3318,JUNGLE,3013312461,20
3319,JUNGLE,3013266401,203
3320,JUNGLE,3015795777,9
3321,MID,3015197604,59
3322,NONE,3015194026,33
3323,NONE,3015210234,99
3324,JUNGLE,3015159545,9
3325,NONE,3015704742,45
3326,TOP,3015697903,115
3327,NONE,3015683544,222
3328,NONE,3015669972,58
3329,NONE,3015654404,102
3330,BOTTOM,3015726363,412
3331,BOTTOM,3015720631,412
3332,NONE,3015685498,497
3333,JUNGLE,3015668601,64
3334,JUNGLE,3015629550,64
3335,MID,3015323917,238
3336,BOTTOM,3015213512,119
3337,NONE,3015169392,222
3338,BOTTOM,3015159545,222
3339,BOTTOM,3015134871,222
3340,NONE,3015825722,40
3341,NONE,3012629735,63
3342,BOTTOM,3012269371,21
3343,BOTTOM,3011726409,16
3344,NONE,3011677023,16
3345,BOTTOM,3015700167,74
3346,BOTTOM,3015669762,74
3347,BOTTOM,3015634829,74
3348,BOTTOM,3015585559,74
3349,BOTTOM,3015550982,74
3350,JUNGLE,3014355101,19
3351,NONE,3014281484,19
3352,JUNGLE,3014276474,19
3353,JUNGLE,3014252598,19
3354,JUNGLE,3014247042,19
3355,TOP,3015863939,92
3356,JUNGLE,3015839727,105
3357,JUNGLE,3015835531,24
3358,MID,3015806029,238
3359,MID,3015813869,238
3360,BOTTOM,3015096859,236
3361,NONE,3015086081,145
3362,BOTTOM,3015094396,145
3363,NONE,3015073450,18
3364,BOTTOM,3015071894,53
3365,BOTTOM,3013759189,432
3366,BOTTOM,3013137921,432
3367,BOTTOM,3012358047,432
3368,MID,3011600342,432
3369,BOTTOM,3010888377,432
3370,NONE,3015825722,10
3371,NONE,3015609614,50
3372,NONE,3015534350,81
3373,NONE,3015508096,101
3374,BOTTOM,3015500286,10
3375,JUNGLE,3015999992,24
3376,TOP,3015955286,10
3377,NONE,3015921537,107
3378,NONE,3015894586,10
3379,TOP,3015858296,107
3380,BOTTOM,3015233381,145
3381,BOTTOM,3014569086,236
3382,NONE,3014461863,518
3383,BOTTOM,3013844610,15
3384,BOTTOM,3013827968,518
3385,BOTTOM,3015999992,67
3386,BOTTOM,3015982920,51
3387,BOTTOM,3015944204,67
3388,BOTTOM,3015917728,119
3389,JUNGLE,3015649118,104
3390,JUNGLE,3012391947,120
3391,JUNGLE,3010760172,35
3392,JUNGLE,3010691066,120
3393,JUNGLE,3010675906,120
3394,TOP,3010534162,120
3395,MID,3015957427,25
3396,BOTTOM,3015859443,81
3397,BOTTOM,3015572761,18
3398,BOTTOM,3015544138,236
3399,NONE,3015498048,498
3400,BOTTOM,3015528278,22
3401,NONE,3015521626,22
3402,JUNGLE,3015492564,74
3403,MID,3015426638,22
3404,BOTTOM,3015400222,22
3405,MID,3015784725,39
3406,NONE,3015763558,84
3407,TOP,3015750513,68
3408,TOP,3015714044,126
3409,TOP,3015687880,68
3410,NONE,3015682647,20
3411,JUNGLE,3015644384,20
3412,JUNGLE,3015633299,20
3413,JUNGLE,3015605603,120
3414,TOP,3015556249,154
3415,NONE,3015334865,11
3416,JUNGLE,3014413044,11
3417,NONE,3014375445,11
3418,JUNGLE,3014346217,11
3419,JUNGLE,3014339536,11
3420,NONE,3015900119,203
3421,JUNGLE,3015191635,421
3422,NONE,3014226082,203
3423,JUNGLE,3014232957,79
3424,JUNGLE,3014199711,421
3425,NONE,3013747615,121
3426,TOP,3013704555,7
3427,TOP,3013701440,54
3428,JUNGLE,3013269471,59
3429,JUNGLE,3013281981,59
3430,BOTTOM,3015783824,53
3431,BOTTOM,3015771068,53
3432,TOP,3015756914,53
3433,BOTTOM,3015742948,53
3434,BOTTOM,3012276295,53
3435,TOP,3015917945,84
3436,BOTTOM,3015888268,201
3437,TOP,3015882284,84
3438,TOP,3015855518,240
3439,NONE,3015861594,6
3440,MID,3013753864,10
3441,TOP,3013718182,10
3442,MID,3013732811,163
3443,MID,3013707907,10
3444,MID,3012411062,7
3445,JUNGLE,3015807419,107
3446,JUNGLE,3015794547,107
3447,NONE,3015812269,107
3448,NONE,3015791385,36
3449,JUNGLE,3015789204,107
3450,TOP,3015738575,10
3451,MID,3015729546,38
3452,TOP,3015704845,238
3453,MID,3015678270,238
3454,JUNGLE,3015682125,56
3455,BOTTOM,3015573249,236
3456,BOTTOM,3014983801,236
3457,TOP,3014790824,85
3458,BOTTOM,3014505541,145
3459,BOTTOM,3014468335,81
3460,MID,3014270362,238
3461,MID,3013833341,238
3462,JUNGLE,3013814099,238
3463,BOTTOM,3013731046,498
3464,MID,3013705575,238
3465,TOP,3015210506,92
3466,TOP,3015164304,92
3467,MID,3015143844,39
3468,TOP,3015128816,39
3469,MID,3015106357,7
3470,JUNGLE,3014250003,254
3471,JUNGLE,3014235871,141
3472,JUNGLE,3014200284,421
3473,JUNGLE,3011904262,120
3474,NONE,3011857284,43
3475,BOTTOM,3015997718,555
3476,JUNGLE,3015957427,76
3477,JUNGLE,3015916295,203
3478,NONE,3015914368,421
3479,JUNGLE,3015515730,104
3480,JUNGLE,3015902474,79
3481,BOTTOM,3015870947,42
3482,TOP,3015510169,79
3483,JUNGLE,3015327359,59
3484,JUNGLE,3015256678,79
3485,BOTTOM,3015285180,44
3486,NONE,3015277300,201
3487,JUNGLE,3015270658,421
3488,BOTTOM,3015241676,16
3489,NONE,3015207805,40
3490,TOP,3015655620,84
3491,MID,3015634014,517
3492,MID,3015584998,8
3493,MID,3015423315,8
3494,JUNGLE,3015386669,8
3495,NONE,3015750904,58
3496,NONE,3015728307,516
3497,TOP,3015723515,6
3498,BOTTOM,3015688229,516
3499,NONE,3015682647,82
